user_id,predicted_rail,predicted_phase,gt_rail,gt_phase,v_score,v_margin,confidence,correct
user_1150,rail_1141,a,rail_1141,a,0.9969270489285128,0.040978496469596615,HIGH,True
user_1151,rail_1141,a,rail_1141,a,0.9967889202136762,0.04009325540639386,HIGH,True
user_1152,rail_1141,c,rail_1141,c,0.9968315718699706,0.040244842155001015,HIGH,True
user_1153,rail_1141,b,rail_1141,b,0.9969226078180282,0.04055988229373286,HIGH,True
user_1154,rail_1141,c,rail_1141,c,0.9967856729541178,0.04097148204221579,HIGH,True
user_1155,rail_1141,c,rail_1141,c,0.9967724029249921,0.04128342181583189,HIGH,True
user_1156,rail_1141,b,rail_1141,b,0.9969397625408851,0.04119860278385845,HIGH,True
user_1157,rail_1141,a,rail_1141,a,0.9968506567739145,0.04079563700881139,HIGH,True
user_1159,rail_1158,a,rail_1158,a,0.9964523645760348,0.05104906867736547,HIGH,True
user_1160,rail_1158,b,rail_1158,b,0.9964603833943234,0.051152953267586954,HIGH,True
user_1161,rail_1158,a,rail_1158,a,0.9964115947283317,0.05113558886911029,HIGH,True
user_1162,rail_1158,b,rail_1158,b,0.9965702586428689,0.05096868992806569,HIGH,True
user_1163,rail_1158,b,rail_1158,b,0.9964608909245137,0.05107393717628739,HIGH,True
user_1164,rail_1158,c,rail_1158,c,0.9963664016731917,0.050300287318931325,HIGH,True
user_1165,rail_1158,b,rail_1158,b,0.99650791158934,0.049434861860986334,HIGH,True
user_1166,rail_1158,c,rail_1158,c,0.9964717352135485,0.05058676402413631,HIGH,True
user_1167,rail_1158,a,rail_1158,a,0.9963885992621792,0.05112152443401086,HIGH,True
user_1168,rail_1158,a,rail_1158,a,0.9964100404972042,0.05047550807700196,HIGH,True
user_1169,rail_1158,a,rail_1158,a,0.9965492608051996,0.05044659877444535,HIGH,True
user_1171,rail_1170,a,rail_1170,a,0.9978635260289377,0.1560836658916699,HIGH,True
user_1172,rail_1170,c,rail_1170,c,0.9979377198652447,0.1556694077743459,HIGH,True
user_1173,rail_1170,a,rail_1170,a,0.998058514304932,0.1553507875085779,HIGH,True
user_1174,rail_1170,b,rail_1170,b,0.9978913592969146,0.15652311963385757,HIGH,True
user_1175,rail_1170,b,rail_1170,b,0.9979369045868455,0.1567766945439375,HIGH,True
user_1176,rail_1170,b,rail_1170,b,0.9978521490714863,0.15616904607814552,HIGH,True
user_1177,rail_1170,c,rail_1170,c,0.9979039658944074,0.1564234061241132,HIGH,True
user_1178,rail_1170,a,rail_1170,a,0.9979834332129115,0.15574075069892768,HIGH,True
user_1179,rail_1170,a,rail_1170,a,0.9980600912284021,0.15504080033893353,HIGH,True
user_1180,rail_1170,a,rail_1170,a,0.9980431470145996,0.15464866078280748,HIGH,True
user_1181,rail_1170,c,rail_1170,c,0.9980120561684275,0.15567102978574354,HIGH,True
user_1182,rail_1170,b,rail_1170,b,0.9979797560531944,0.15560906634307803,HIGH,True
user_1183,rail_1170,b,rail_1170,b,0.9978978317047191,0.15526749273009244,HIGH,True
user_1184,rail_1170,a,rail_1170,a,0.998014226910689,0.15630969479670132,HIGH,True
user_1185,rail_1170,b,rail_1170,b,0.9978816133696135,0.1558450784391887,HIGH,True
user_1187,rail_1186,c,rail_1186,c,0.9969355192349466,0.041591309838475365,HIGH,True
user_1188,rail_1186,c,rail_1186,c,0.9970622616190504,0.040850774882022045,HIGH,True
user_1189,rail_1186,c,rail_1186,c,0.9969364415929886,0.04102690818000798,HIGH,True
user_1190,rail_1186,c,rail_1186,c,0.9970581628655647,0.040776356651086254,HIGH,True
user_1191,rail_1186,a,rail_1186,a,0.997028645116596,0.040778434563398136,HIGH,True
user_1192,rail_1186,c,rail_1186,c,0.9969845034450233,0.04085378636023995,HIGH,True
user_1193,rail_1186,b,rail_1186,b,0.9969527006247941,0.04128372049210549,HIGH,True
user_1194,rail_1186,a,rail_1186,a,0.9969408739128822,0.04088529220356474,HIGH,True
user_1195,rail_1186,b,rail_1186,b,0.9970401635147345,0.04110208931446824,HIGH,True
user_1196,rail_1186,b,rail_1186,b,0.9969957024814718,0.040777662236713086,HIGH,True
user_1197,rail_1186,b,rail_1186,b,0.9970291298952765,0.04101752262027969,HIGH,True
user_1198,rail_1186,c,rail_1186,c,0.997110407238681,0.041483383178355204,HIGH,True
user_1199,rail_1186,c,rail_1186,c,0.9971011966245752,0.04114925265772584,HIGH,True
user_1201,rail_1071,a,rail_1200,a,0.8647462303043858,0.006370669108524574,MED,False
user_1202,rail_1200,c,rail_1200,c,0.9886976357959496,0.15272194542556417,HIGH,True
user_1203,rail_1200,b,rail_1200,b,0.9880880259522307,0.15071702198776282,HIGH,True
user_1204,rail_1200,a,rail_1200,a,0.9883441245767248,0.14993425079809486,HIGH,True
user_1205,rail_1071,b,rail_1200,c,0.8626917466444404,0.0061293563709812204,MED,False
user_1206,rail_1200,c,rail_1200,c,0.9889309168949204,0.1507963479216704,HIGH,True
user_1207,rail_1200,c,rail_1200,c,0.9879523935311932,0.1512388627391842,HIGH,True
user_1208,rail_1200,b,rail_1200,b,0.9886193005371344,0.14967046058694922,HIGH,True
