Trigger_Date,2024/01/31
Trigger_Time,T 10:46:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
-27.27,-130.192,-0.637
-27.23,-127.335,-0.607
-27.20,-126.965,-0.578
-27.17,-125.507,-0.600
-27.13,-123.037,-0.615
-27.10,-121.996,-0.579
-27.07,-121.667,-0.577
-27.03,-118.767,-0.562
-27.00,-117.957,-0.569
-26.97,-116.686,-0.565
-26.93,-114.758,-0.561
-26.90,-112.846,-0.568
-26.87,-111.763,-0.549
-26.83,-110.175,-0.504
-26.80,-108.364,-0.529
-26.77,-105.897,-0.514
-26.73,-104.219,-0.514
-26.70,-103.295,-0.480
-26.67,-102.311,-0.510
-26.63,-99.087,-0.474
-26.60,-98.222,-0.488
-26.57,-95.536,-0.463
-26.53,-95.067,-0.443
-26.50,-92.632,-0.462
-26.47,-90.638,-0.433
-26.43,-89.344,-0.466
-26.40,-87.098,-0.421
-26.37,-85.635,-0.430
-26.33,-83.140,-0.407
-26.30,-80.982,-0.416
-26.27,-81.054,-0.403
-26.23,-77.966,-0.393
-26.20,-76.593,-0.368
-26.17,-73.419,-0.396
-26.13,-72.353,-0.381
-26.10,-69.688,-0.344
-26.07,-67.933,-0.355
-26.03,-66.452,-0.366
-26.00,-64.694,-0.339
-25.97,-62.137,-0.339
-25.93,-58.898,-0.330
-25.90,-58.449,-0.298
-25.87,-56.112,-0.328
-25.83,-54.654,-0.286
-25.80,-51.281,-0.304
-25.77,-49.629,-0.288
-25.73,-46.641,-0.295
-25.70,-45.921,-0.278
-25.67,-43.923,-0.249
-25.63,-42.030,-0.215
-25.60,-39.662,-0.248
-25.57,-37.264,-0.242
-25.53,-34.701,-0.220
-25.50,-32.185,-0.210
-25.47,-31.400,-0.215
-25.43,-27.758,-0.190
-25.40,-26.644,-0.143
-25.37,-22.941,-0.184
-25.33,-22.163,-0.110
-25.30,-19.326,-0.141
-25.27,-17.749,-0.155
-25.23,-14.948,-0.140
-25.20,-12.761,-0.114
-25.17,-11.119,-0.116
-25.13,-8.415,-0.076
-25.10,-5.906,-0.098
-25.07,-4.495,-0.064
-25.03,-2.762,-0.065
-25.00,0.142,-0.050
-24.97,2.174,-0.056
-24.93,4.336,-0.026
-24.90,7.227,-0.039
-24.87,8.546,0.021
-24.83,11.217,0.019
-24.80,12.744,0.006
-24.77,15.538,0.024
-24.73,18.055,0.023
-24.70,20.654,0.091
-24.67,21.991,0.086
-24.63,24.381,0.075
-24.60,26.721,0.083
-24.57,28.330,0.103
-24.53,30.473,0.095
-24.50,32.864,0.123
-24.47,34.992,0.113
-24.43,37.371,0.162
-24.40,38.619,0.181
-24.37,40.821,0.172
-24.33,43.098,0.187
-24.30,45.917,0.202
-24.27,47.330,0.199
-24.23,50.111,0.224
-24.20,52.197,0.235
-24.17,53.847,0.216
-24.13,55.887,0.252
-24.10,57.654,0.240
-24.07,60.239,0.273
-24.03,62.046,0.285
-24.00,64.558,0.284
-23.97,66.528,0.297
-23.93,68.751,0.304
-23.90,70.039,0.338
-23.87,72.120,0.309
-23.83,74.376,0.332
-23.80,74.567,0.350
-23.77,76.815,0.349
-23.73,79.905,0.378
-23.70,81.997,0.369
-23.67,83.130,0.366
-23.63,85.470,0.374
-23.60,88.144,0.404
-23.57,88.991,0.431
-23.53,90.846,0.423
-23.50,92.809,0.452
-23.47,93.497,0.441
-23.43,96.856,0.435
-23.40,97.923,0.469
-23.37,99.818,0.469
-23.33,101.367,0.465
-23.30,103.961,0.464
-23.27,104.465,0.485
-23.23,106.273,0.494
-23.20,107.893,0.496
-23.17,109.505,0.517
-23.13,111.320,0.511
-23.10,112.784,0.525
-23.07,115.065,0.543
-23.03,116.021,0.562
-23.00,117.943,0.532
-22.97,119.229,0.544
-22.93,120.260,0.568
-22.90,122.640,0.578
-22.87,123.439,0.571
-22.83,125.421,0.588
-22.80,125.804,0.556
-22.77,127.308,0.636
-22.73,130.020,0.604
-22.70,130.541,0.613
-22.67,132.216,0.610
-22.63,133.099,0.619
-22.60,134.024,0.618
-22.57,135.265,0.625
-22.53,136.907,0.628
-22.50,138.525,0.662
-22.47,139.852,0.634
-22.43,141.359,0.661
-22.40,141.226,0.668
-22.37,142.548,0.646
-22.33,143.658,0.668
-22.30,145.417,0.676
-22.27,145.392,0.650
-22.23,146.379,0.676
-22.20,148.114,0.673
-22.17,148.819,0.685
-22.13,149.977,0.691
-22.10,150.640,0.714
-22.07,151.593,0.716
-22.03,152.367,0.724
-22.00,153.969,0.692
-21.97,154.820,0.712
-21.93,155.792,0.748
-21.90,156.199,0.699
-21.87,156.007,0.731
-21.83,156.771,0.715
-21.80,158.272,0.694
-21.77,158.036,0.743
-21.73,159.666,0.725
-21.70,160.023,0.712
-21.67,160.516,0.732
-21.63,160.702,0.728
-21.60,161.419,0.718
-21.57,162.796,0.724
-21.53,162.321,0.747
-21.50,163.672,0.767
-21.47,163.657,0.747
-21.43,164.242,0.743
-21.40,165.949,0.728
-21.37,166.049,0.738
-21.33,165.657,0.708
-21.30,166.200,0.736
-21.27,165.494,0.760
-21.23,166.006,0.776
-21.20,166.811,0.745
-21.17,167.136,0.754
-21.13,167.345,0.749
-21.10,167.253,0.737
-21.07,167.929,0.753
-21.03,166.894,0.751
-21.00,168.171,0.754
-20.97,167.748,0.731
-20.93,167.675,0.743
-20.90,169.094,0.727
-20.87,169.027,0.752
-20.83,168.020,0.801
-20.80,167.434,0.759
-20.77,168.005,0.785
-20.73,168.830,0.734
-20.70,167.851,0.752
-20.67,168.174,0.770
-20.63,169.365,0.789
-20.60,167.037,0.758
-20.57,168.131,0.749
-20.53,166.832,0.745
-20.50,166.510,0.774
-20.47,166.628,0.747
-20.43,166.985,0.759
-20.40,166.700,0.785
-20.37,165.719,0.783
-20.33,165.723,0.758
-20.30,165.588,0.777
-20.27,163.884,0.781
-20.23,164.029,0.797
-20.20,164.288,0.808
-20.17,163.929,0.803
-20.13,163.210,0.790
-20.10,161.913,0.805
-20.07,161.512,0.817
-20.03,161.389,0.767
-20.00,160.645,0.767
-19.97,160.005,0.766
-19.93,159.818,0.755
-19.90,159.028,0.769
-19.87,157.188,0.763
-19.83,157.047,0.764
-19.80,156.264,0.769
-19.77,156.318,0.775
-19.73,155.582,0.788
-19.70,155.303,0.741
-19.67,153.318,0.769
-19.63,152.782,0.723
-19.60,151.083,0.730
-19.57,150.812,0.732
-19.53,149.622,0.730
-19.50,148.739,0.720
-19.47,147.977,0.710
-19.43,146.208,0.731
-19.40,144.849,0.706
-19.37,144.947,0.716
-19.33,143.966,0.734
-19.30,143.171,0.682
-19.27,141.397,0.672
-19.23,140.120,0.702
-19.20,139.874,0.673
-19.17,138.872,0.672
-19.13,136.850,0.658
-19.10,136.139,0.658
-19.07,133.474,0.664
-19.03,132.475,0.690
-19.00,131.890,0.641
-18.97,130.594,0.634
-18.93,128.487,0.606
-18.90,128.539,0.626
-18.87,126.770,0.607
-18.83,124.620,0.618
-18.80,124.312,0.584
-18.77,121.532,0.607
-18.73,120.802,0.567
-18.70,118.622,0.585
-18.67,117.716,0.587
-18.63,116.211,0.559
-18.60,115.039,0.551
-18.57,113.725,0.547
-18.53,111.268,0.549
-18.50,110.017,0.520
-18.47,108.454,0.525
-18.43,105.521,0.523
-18.40,104.833,0.553
-18.37,103.901,0.501
-18.33,101.493,0.472
-18.30,99.484,0.482
-18.27,96.814,0.472
-18.23,96.011,0.479
-18.20,93.627,0.441
-18.17,92.138,0.432
-18.13,90.513,0.433
-18.10,88.569,0.431
-18.07,86.885,0.433
-18.03,85.553,0.447
-18.00,82.703,0.436
-17.97,82.428,0.432
-17.93,78.914,0.378
-17.90,78.287,0.394
-17.87,75.357,0.400
-17.83,74.393,0.385
-17.80,71.479,0.369
-17.77,68.900,0.367
-17.73,68.649,0.404
-17.70,66.048,0.353
-17.67,63.797,0.337
-17.63,62.095,0.339
-17.60,60.791,0.319
-17.57,58.503,0.306
-17.53,55.672,0.310
-17.50,53.859,0.322
-17.47,51.568,0.292
-17.43,49.291,0.256
-17.40,47.840,0.290
-17.37,45.706,0.270
-17.33,42.924,0.269
-17.30,42.885,0.275
-17.27,38.577,0.222
-17.23,36.491,0.216
-17.20,34.599,0.224
-17.17,32.047,0.223
-17.13,30.909,0.181
-17.10,28.363,0.169
-17.07,26.044,0.142
-17.03,23.756,0.173
-17.00,21.669,0.158
-16.97,20.443,0.148
-16.93,18.717,0.156
-16.90,16.169,0.128
-16.87,13.917,0.132
-16.83,11.076,0.101
-16.80,9.024,0.091
-16.77,6.198,0.082
-16.73,3.960,0.060
-16.70,2.807,0.086
-16.67,-0.429,0.042
-16.63,-2.588,0.067
-16.60,-4.559,0.019
-16.57,-6.611,0.009
-16.53,-8.044,-0.012
-16.50,-11.553,-0.006
-16.47,-13.452,-0.027
-16.43,-15.407,-0.007
-16.40,-16.937,-0.056
-16.37,-19.926,-0.047
-16.33,-22.193,-0.045
-16.30,-23.655,-0.096
-16.27,-26.849,-0.082
-16.23,-28.444,-0.082
-16.20,-30.024,-0.133
-16.17,-33.266,-0.135
-16.13,-34.807,-0.168
-16.10,-35.815,-0.141
-16.07,-39.334,-0.162
-16.03,-41.332,-0.190
-16.00,-42.486,-0.190
-15.97,-46.800,-0.160
-15.93,-47.108,-0.207
-15.90,-49.837,-0.246
-15.87,-52.137,-0.225
-15.83,-53.876,-0.220
-15.80,-55.728,-0.251
-15.77,-59.160,-0.289
-15.73,-60.388,-0.249
-15.70,-62.411,-0.303
-15.67,-64.739,-0.287
-15.63,-66.482,-0.303
-15.60,-68.483,-0.347
-15.57,-69.566,-0.326
-15.53,-71.922,-0.346
-15.50,-74.467,-0.325
-15.47,-76.407,-0.340
-15.43,-77.562,-0.348
-15.40,-79.269,-0.366
-15.37,-81.966,-0.417
-15.33,-83.888,-0.381
-15.30,-85.605,-0.379
-15.27,-87.883,-0.406
-15.23,-88.355,-0.421
-15.20,-90.896,-0.432
-15.17,-92.119,-0.420
-15.13,-94.181,-0.456
-15.10,-96.613,-0.433
-15.07,-98.253,-0.439
-15.03,-99.713,-0.494
-15.00,-102.530,-0.467
-14.97,-102.664,-0.481
-14.93,-105.058,-0.486
-14.90,-106.568,-0.475
-14.87,-108.015,-0.482
-14.83,-109.994,-0.506
-14.80,-111.579,-0.503
-14.77,-114.524,-0.522
-14.73,-114.157,-0.532
-14.70,-115.923,-0.550
-14.67,-117.473,-0.532
-14.63,-119.728,-0.538
-14.60,-120.032,-0.542
-14.57,-122.795,-0.570
-14.53,-123.951,-0.583
-14.50,-125.389,-0.604
-14.47,-126.099,-0.577
-14.43,-127.570,-0.632
-14.40,-129.411,-0.619
-14.37,-130.721,-0.605
-14.33,-132.356,-0.622
-14.30,-132.747,-0.643
-14.27,-134.851,-0.634
-14.23,-134.460,-0.623
-14.20,-135.978,-0.619
-14.17,-138.244,-0.617
-14.13,-139.239,-0.652
-14.10,-141.070,-0.658
-14.07,-141.255,-0.672
-14.03,-142.121,-0.651
-14.00,-144.397,-0.670
-13.97,-145.439,-0.649
-13.93,-145.435,-0.671
-13.90,-146.810,-0.696
-13.87,-147.850,-0.708
-13.83,-148.943,-0.712
-13.80,-149.798,-0.686
-13.77,-149.834,-0.707
-13.73,-151.848,-0.696
-13.70,-151.166,-0.700
-13.67,-152.332,-0.676
-13.63,-154.725,-0.718
-13.60,-155.159,-0.732
-13.57,-156.496,-0.677
-13.53,-157.091,-0.716
-13.50,-156.902,-0.719
-13.47,-157.702,-0.726
-13.43,-158.932,-0.718
-13.40,-159.431,-0.713
-13.37,-160.101,-0.727
-13.33,-160.633,-0.734
-13.30,-162.134,-0.753
-13.27,-160.841,-0.721
-13.23,-161.979,-0.748
-13.20,-163.257,-0.718
-13.17,-163.225,-0.708
-13.13,-163.850,-0.746
-13.10,-164.421,-0.765
-13.07,-165.220,-0.731
-13.03,-165.692,-0.723
-13.00,-165.161,-0.729
-12.97,-166.795,-0.710
-12.93,-166.328,-0.728
-12.90,-166.362,-0.753
-12.87,-166.738,-0.764
-12.83,-167.402,-0.732
-12.80,-166.918,-0.757
-12.77,-168.384,-0.732
-12.73,-168.267,-0.770
-12.70,-167.239,-0.759
-12.67,-168.212,-0.772
-12.63,-167.804,-0.777
-12.60,-168.332,-0.753
-12.57,-168.418,-0.768
-12.53,-168.116,-0.776
-12.50,-168.328,-0.751
-12.47,-167.586,-0.776
-12.43,-168.604,-0.750
-12.40,-167.932,-0.773
-12.37,-167.758,-0.784
-12.33,-167.411,-0.784
-12.30,-167.540,-0.788
-12.27,-168.010,-0.774
-12.23,-167.060,-0.787
-12.20,-167.643,-0.781
-12.17,-167.617,-0.773
-12.13,-167.242,-0.756
-12.10,-166.862,-0.783
-12.07,-166.436,-0.772
-12.03,-166.202,-0.768
-12.00,-165.440,-0.802
-11.97,-165.078,-0.777
-11.93,-164.400,-0.784
-11.90,-164.085,-0.765
-11.87,-163.774,-0.780
-11.83,-164.227,-0.772
-11.80,-162.201,-0.813
-11.77,-161.919,-0.801
-11.73,-162.663,-0.791
-11.70,-161.070,-0.761
-11.67,-159.773,-0.790
-11.63,-160.427,-0.772
-11.60,-159.134,-0.764
-11.57,-158.907,-0.799
-11.53,-159.091,-0.778
-11.50,-157.302,-0.771
-11.47,-156.348,-0.771
-11.43,-154.773,-0.751
-11.40,-155.595,-0.757
-11.37,-153.945,-0.758
-11.33,-153.358,-0.753
-11.30,-152.915,-0.763
-11.27,-152.146,-0.721
-11.23,-150.527,-0.742
-11.20,-149.061,-0.753
-11.17,-148.799,-0.697
-11.13,-148.204,-0.734
-11.10,-147.548,-0.712
-11.07,-146.131,-0.736
-11.03,-145.260,-0.698
-11.00,-143.472,-0.662
-10.97,-142.589,-0.680
-10.93,-142.413,-0.710
-10.90,-140.628,-0.671
-10.87,-139.741,-0.659
-10.83,-138.046,-0.701
-10.80,-137.283,-0.662
-10.77,-134.798,-0.654
-10.73,-135.751,-0.660
-10.70,-132.260,-0.648
-10.67,-132.387,-0.662
-10.63,-130.285,-0.645
-10.60,-129.622,-0.617
-10.57,-127.566,-0.623
-10.53,-126.530,-0.637
-10.50,-124.488,-0.596
-10.47,-122.229,-0.607
-10.43,-122.487,-0.577
-10.40,-120.514,-0.564
-10.37,-119.060,-0.584
-10.33,-117.975,-0.555
-10.30,-116.482,-0.555
-10.27,-114.313,-0.558
-10.23,-112.584,-0.538
-10.20,-111.033,-0.545
-10.17,-110.065,-0.539
-10.13,-108.346,-0.516
-10.10,-106.251,-0.498
-10.07,-104.643,-0.522
-10.03,-102.981,-0.524
-10.00,-101.204,-0.514
-9.97,-100.318,-0.481
-9.93,-97.618,-0.480
-9.90,-96.644,-0.447
-9.87,-94.788,-0.458
-9.83,-92.784,-0.437
-9.80,-90.676,-0.458
-9.77,-89.039,-0.427
-9.73,-88.145,-0.461
-9.70,-85.550,-0.395
-9.67,-83.916,-0.422
-9.63,-81.878,-0.382
-9.60,-80.344,-0.416
-9.57,-78.162,-0.384
-9.53,-76.712,-0.411
-9.50,-73.865,-0.408
-9.47,-72.521,-0.366
-9.43,-70.228,-0.361
-9.40,-68.064,-0.351
-9.37,-65.807,-0.365
-9.33,-64.295,-0.356
-9.30,-61.816,-0.305
-9.27,-59.170,-0.307
-9.23,-57.702,-0.300
-9.20,-56.274,-0.323
-9.17,-54.359,-0.286
-9.13,-51.718,-0.300
-9.10,-50.000,-0.291
-9.07,-48.784,-0.268
-9.03,-44.694,-0.253
-9.00,-43.795,-0.257
-8.97,-41.173,-0.257
-8.93,-39.107,-0.237
-8.90,-37.771,-0.237
-8.87,-35.514,-0.227
-8.83,-33.209,-0.224
-8.80,-30.835,-0.212
-8.77,-28.550,-0.181
-8.73,-26.614,-0.196
-8.70,-24.433,-0.166
