Trigger_Date,2024/01/27
Trigger_Time,T 10:42:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
-38.47,157.419,1.431
-38.43,158.727,1.430
-38.40,158.651,1.411
-38.37,160.279,1.386
-38.33,161.085,1.404
-38.30,162.055,1.363
-38.27,161.487,1.348
-38.23,162.487,1.355
-38.20,162.761,1.333
-38.17,163.627,1.353
-38.13,164.189,1.348
-38.10,164.981,1.314
-38.07,164.693,1.284
-38.03,164.836,1.299
-38.00,164.903,1.325
-37.97,165.419,1.283
-37.93,165.618,1.271
-37.90,165.977,1.231
-37.87,166.400,1.239
-37.83,167.575,1.217
-37.80,166.950,1.238
-37.77,167.726,1.208
-37.73,167.160,1.204
-37.70,168.325,1.214
-37.67,168.401,1.184
-37.63,168.368,1.185
-37.60,167.926,1.174
-37.57,168.186,1.124
-37.53,168.560,1.152
-37.50,168.648,1.131
-37.47,168.347,1.123
-37.43,168.601,1.147
-37.40,168.175,1.122
-37.37,168.689,1.099
-37.33,167.697,1.084
-37.30,167.368,1.086
-37.27,166.589,1.046
-37.23,168.053,1.070
-37.20,167.374,1.106
-37.17,167.839,1.056
-37.13,167.036,1.085
-37.10,166.651,1.043
-37.07,165.781,1.077
-37.03,165.350,1.076
-37.00,165.924,1.065
-36.97,164.783,1.084
-36.93,165.767,1.039
-36.90,164.811,1.031
-36.87,163.323,1.050
-36.83,163.615,1.029
-36.80,163.308,1.040
-36.77,161.833,1.037
-36.73,161.989,1.041
-36.70,161.661,1.045
-36.67,160.557,0.886
-36.63,159.875,0.914
-36.60,157.773,0.904
-36.57,158.332,0.890
-36.53,158.457,0.912
-36.50,157.967,0.889
-36.47,156.438,0.888
-36.43,155.845,0.898
-36.40,155.226,0.902
-36.37,155.325,0.892
-36.33,153.534,0.902
-36.30,153.851,0.893
-36.27,152.546,0.901
-36.23,149.809,0.901
-36.20,149.252,0.868
-36.17,148.864,0.870
-36.13,147.503,0.884
-36.10,147.306,0.906
-36.07,145.433,0.900
-36.03,143.609,0.899
-36.00,143.824,0.916
-35.97,142.646,0.871
-35.93,141.306,0.900
-35.90,139.812,0.833
-35.87,139.035,0.840
-35.83,137.844,0.877
-35.80,135.977,0.873
-35.77,134.460,0.802
-35.73,134.522,0.876
-35.70,132.414,0.864
-35.67,132.142,0.832
-35.63,130.145,0.823
-35.60,130.222,0.816
-35.57,127.528,0.799
-35.53,126.437,0.790
-35.50,124.056,0.791
-35.47,123.387,0.788
-35.43,122.355,0.762
-35.40,119.934,0.762
-35.37,119.589,0.778
-35.33,117.707,0.743
-35.30,116.262,0.715
-35.27,114.903,0.733
-35.23,112.996,0.726
-35.20,112.200,0.709
-35.17,109.547,0.655
-35.13,109.507,0.686
-35.10,105.603,0.617
-35.07,104.791,0.664
-35.03,102.848,0.650
-35.00,101.287,0.669
-34.97,99.116,0.663
-34.93,98.430,0.619
-34.90,96.768,0.626
-34.87,94.347,0.621
-34.83,92.876,0.608
-34.80,91.231,0.573
-34.77,89.545,0.594
-34.73,86.383,0.528
-34.70,85.017,0.530
-34.67,83.436,0.517
-34.63,80.743,0.542
-34.60,79.947,0.508
-34.57,77.788,0.514
-34.53,75.956,0.487
-34.50,73.953,0.447
-34.47,72.690,0.441
-34.43,69.861,0.422
-34.40,67.993,0.451
-34.37,65.967,0.431
-34.33,63.954,0.404
-34.30,62.716,0.431
-34.27,59.506,0.374
-34.23,57.669,0.374
-34.20,55.723,0.319
-34.17,53.500,0.309
-34.13,51.993,0.279
-34.10,50.289,0.289
-34.07,47.047,0.298
-34.03,44.992,0.276
-34.00,44.358,0.241
-33.97,41.248,0.216
-33.93,39.206,0.249
-33.90,37.478,0.204
-33.87,35.415,0.199
-33.83,32.581,0.186
-33.80,30.397,0.148
-33.77,28.448,0.160
-33.73,26.024,0.141
-33.70,23.982,0.098
-33.67,22.424,0.072
-33.63,18.773,0.074
-33.60,18.040,0.024
-33.57,15.848,0.009
-33.53,13.120,0.030
-33.50,11.045,-0.003
-33.47,8.673,0.023
-33.43,5.880,-0.043
-33.40,4.326,-0.016
-33.37,1.990,-0.080
-33.33,0.417,-0.086
-33.30,-2.956,-0.102
-33.27,-4.320,-0.087
-33.23,-6.232,-0.137
-33.20,-8.978,-0.148
-33.17,-11.616,-0.149
-33.13,-12.803,-0.178
-33.10,-15.465,-0.194
-33.07,-16.045,-0.212
-33.03,-18.912,-0.204
-33.00,-22.000,-0.252
-32.97,-24.330,-0.237
-32.93,-26.510,-0.265
-32.90,-29.079,-0.301
-32.87,-31.037,-0.285
-32.83,-32.275,-0.332
-32.80,-34.267,-0.310
-32.77,-36.520,-0.305
-32.73,-38.744,-0.295
-32.70,-41.046,-0.341
-32.67,-43.486,-0.364
-32.63,-46.091,-0.350
-32.60,-47.501,-0.385
-32.57,-49.712,-0.370
-32.53,-52.766,-0.409
-32.50,-54.194,-0.416
-32.47,-56.695,-0.432
-32.43,-57.356,-0.391
-32.40,-60.070,-0.486
-32.37,-62.011,-0.479
-32.33,-63.436,-0.469
-32.30,-65.713,-0.452
-32.27,-68.316,-0.462
-32.23,-70.374,-0.526
-32.20,-72.197,-0.531
-32.17,-72.683,-0.513
-32.13,-75.042,-0.538
-32.10,-78.016,-0.525
-32.07,-79.041,-0.503
-32.03,-81.679,-0.524
-32.00,-83.088,-0.535
-31.97,-85.033,-0.544
-31.93,-86.926,-0.565
-31.90,-88.989,-0.569
-31.87,-91.482,-0.590
-31.83,-92.377,-0.643
-31.80,-94.196,-0.582
-31.77,-95.932,-0.618
-31.73,-97.840,-0.623
-31.70,-99.959,-0.633
-31.67,-101.325,-0.652
-31.63,-103.398,-0.638
-31.60,-104.730,-0.737
-31.57,-106.791,-0.691
-31.53,-108.322,-0.688
-31.50,-109.787,-0.738
-31.47,-111.802,-0.711
-31.43,-113.943,-0.771
-31.40,-115.571,-0.727
-31.37,-117.122,-0.748
-31.33,-118.327,-0.733
-31.30,-118.527,-0.782
-31.27,-120.660,-0.799
-31.23,-121.966,-0.809
-31.20,-122.942,-0.785
-31.17,-126.004,-0.803
-31.13,-126.350,-0.868
-31.10,-127.350,-0.854
-31.07,-128.983,-0.823
-31.03,-130.827,-0.863
-31.00,-131.611,-0.886
-30.97,-133.513,-0.893
-30.93,-134.886,-0.868
-30.90,-135.532,-0.860
-30.87,-137.238,-0.888
-30.83,-137.773,-0.909
-30.80,-138.117,-0.969
-30.77,-139.828,-0.907
-30.73,-141.149,-0.932
-30.70,-142.968,-0.930
-30.67,-144.359,-0.960
-30.63,-144.761,-0.918
-30.60,-146.506,-0.940
-30.57,-147.790,-0.961
-30.53,-147.301,-0.943
-30.50,-148.143,-0.962
-30.47,-149.395,-0.945
-30.43,-151.199,-0.973
-30.40,-151.669,-0.958
-30.37,-153.095,-0.994
-30.33,-153.152,-0.963
-30.30,-153.241,-1.011
-30.27,-155.174,-0.969
-30.23,-155.112,-0.998
-30.20,-156.863,-0.971
-30.17,-157.446,-0.938
-30.13,-157.821,-0.988
-30.10,-158.633,-0.961
-30.07,-159.130,-0.995
-30.03,-160.895,-0.964
-30.00,-160.323,-0.989
-29.97,-160.770,-0.976
-29.93,-161.818,-0.972
-29.90,-162.366,-0.946
-29.87,-162.855,-1.000
-29.83,-163.979,-0.992
-29.80,-163.519,-0.946
-29.77,-165.039,-0.940
-29.73,-165.658,-0.973
-29.70,-165.232,-0.956
-29.67,-165.165,-1.008
-29.63,-166.115,-0.923
-29.60,-166.622,-0.943
-29.57,-166.569,-0.940
-29.53,-167.331,-0.933
-29.50,-167.251,-0.962
-29.47,-167.038,-0.934
-29.43,-168.074,-0.928
-29.40,-167.332,-0.890
-29.37,-167.488,-0.915
-29.33,-167.662,-0.920
-29.30,-167.795,-0.888
-29.27,-167.842,-0.939
-29.23,-168.717,-0.856
-29.20,-168.713,-0.886
-29.17,-168.625,-0.889
-29.13,-168.873,-0.927
-29.10,-167.640,-0.914
-29.07,-168.022,-0.898
-29.03,-167.603,-0.892
-29.00,-167.978,-0.905
-28.97,-167.696,-0.883
-28.93,-167.974,-0.846
-28.90,-167.292,-0.864
-28.87,-167.452,-0.920
-28.83,-167.007,-0.862
-28.80,-166.688,-0.862
-28.77,-166.573,-0.914
-28.73,-165.971,-0.894
-28.70,-165.479,-0.865
-28.67,-165.498,-0.865
-28.63,-166.050,-0.892
-28.60,-164.179,-0.903
-28.57,-164.259,-0.890
-28.53,-162.735,-0.898
-28.50,-163.881,-0.861
-28.47,-162.198,-0.913
-28.43,-161.748,-0.872
-28.40,-162.206,-0.895
-28.37,-160.652,-0.882
-28.33,-160.314,-0.896
-28.30,-159.895,-0.853
-28.27,-159.567,-0.885
-28.23,-158.281,-0.873
-28.20,-158.426,-0.930
-28.17,-157.327,-0.876
-28.13,-157.365,-0.923
-28.10,-156.637,-0.882
-28.07,-154.739,-0.882
-28.03,-153.853,-0.881
-28.00,-153.562,-0.861
-27.97,-152.186,-0.884
-27.93,-152.695,-0.878
-27.90,-151.287,-0.848
-27.87,-149.966,-0.863
-27.83,-149.436,-0.861
-27.80,-147.920,-0.876
-27.77,-147.075,-0.854
-27.73,-145.257,-0.900
-27.70,-144.430,-0.901
-27.67,-144.066,-0.889
-27.63,-142.394,-0.859
-27.60,-141.523,-0.847
-27.57,-139.952,-0.856
-27.53,-139.436,-0.892
-27.50,-138.295,-0.861
-27.47,-137.470,-0.821
-27.43,-135.096,-0.823
-27.40,-133.670,-0.824
-27.37,-132.718,-0.857
-27.33,-130.962,-0.855
-27.30,-130.065,-0.828
-27.27,-129.010,-0.857
-27.23,-128.055,-0.832
-27.20,-127.136,-0.781
-27.17,-125.115,-0.780
-27.13,-123.050,-0.779
-27.10,-122.428,-0.726
-27.07,-120.473,-0.790
-27.03,-119.197,-0.758
-27.00,-117.870,-0.740
-26.97,-114.832,-0.738
-26.93,-114.364,-0.757
-26.90,-112.683,-0.722
-26.87,-111.603,-0.713
-26.83,-109.732,-0.710
-26.80,-109.332,-0.684
-26.77,-106.798,-0.677
-26.73,-104.581,-0.663
-26.70,-103.341,-0.686
-26.67,-100.422,-0.657
-26.63,-100.343,-0.631
-26.60,-98.079,-0.616
-26.57,-95.913,-0.629
-26.53,-95.142,-0.626
-26.50,-92.557,-0.592
-26.47,-90.768,-0.612
-26.43,-89.633,-0.588
-26.40,-88.056,-0.626
-26.37,-85.342,-0.546
-26.33,-83.513,-0.540
-26.30,-81.212,-0.526
-26.27,-79.954,-0.505
-26.23,-78.215,-0.509
-26.20,-76.220,-0.477
-26.17,-74.255,-0.485
-26.13,-72.669,-0.438
-26.10,-70.930,-0.458
-26.07,-68.207,-0.446
-26.03,-65.577,-0.395
-26.00,-64.950,-0.403
-25.97,-62.264,-0.391
-25.93,-60.920,-0.411
-25.90,-58.397,-0.365
-25.87,-55.938,-0.362
-25.83,-54.322,-0.335
-25.80,-52.145,-0.324
-25.77,-50.367,-0.310
-25.73,-47.245,-0.268
-25.70,-45.667,-0.288
-25.67,-43.536,-0.208
-25.63,-41.622,-0.245
-25.60,-39.290,-0.193
-25.57,-38.158,-0.198
-25.53,-34.627,-0.205
-25.50,-33.493,-0.181
-25.47,-30.651,-0.166
-25.43,-27.852,-0.128
-25.40,-26.297,-0.127
-25.37,-23.622,-0.104
-25.33,-22.078,-0.049
-25.30,-18.892,-0.094
-25.27,-16.697,-0.038
-25.23,-14.895,-0.032
-25.20,-12.999,0.007
-25.17,-10.960,0.014
-25.13,-9.793,-0.009
-25.10,-7.210,0.040
-25.07,-2.952,0.053
-25.03,-3.126,0.045
-25.00,-0.286,0.045
-24.97,2.510,0.094
-24.93,3.683,0.082
-24.90,7.416,0.120
-24.87,8.502,0.104
-24.83,11.529,0.123
-24.80,13.170,0.183
-24.77,15.175,0.141
-24.73,17.722,0.195
-24.70,19.233,0.260
-24.67,22.848,0.196
-24.63,24.600,0.245
-24.60,26.822,0.262
-24.57,28.542,0.239
-24.53,30.391,0.297
-24.50,32.942,0.288
-24.47,34.601,0.286
-24.43,37.283,0.297
-24.40,38.962,0.338
-24.37,41.623,0.350
-24.33,43.437,0.366
-24.30,45.776,0.381
-24.27,48.264,0.365
-24.23,49.086,0.371
-24.20,52.394,0.424
-24.17,53.523,0.403
-24.13,55.999,0.418
-24.10,57.908,0.403
-24.07,60.085,0.457
-24.03,63.269,0.486
-24.00,63.442,0.421
-23.97,66.351,0.470
-23.93,67.820,0.496
-23.90,69.961,0.501
-23.87,72.158,0.489
-23.83,73.969,0.468
-23.80,75.894,0.545
-23.77,78.146,0.538
-23.73,80.005,0.514
-23.70,81.736,0.544
-23.67,83.989,0.524
-23.63,85.902,0.580
-23.60,87.253,0.543
-23.57,89.463,0.580
-23.53,90.607,0.610
-23.50,92.192,0.620
-23.47,94.005,0.607
-23.43,96.951,0.624
-23.40,98.976,0.648
-23.37,100.222,0.627
-23.33,101.098,0.644
-23.30,102.869,0.691
-23.27,105.088,0.666
-23.23,106.985,0.661
-23.20,108.315,0.688
-23.17,110.593,0.730
-23.13,111.623,0.731
-23.10,113.224,0.748
-23.07,114.541,0.745
-23.03,116.215,0.760
-23.00,117.114,0.757
-22.97,118.693,0.819
-22.93,120.991,0.805
-22.90,121.869,0.774
-22.87,124.475,0.777
-22.83,125.456,0.793
-22.80,126.486,0.820
-22.77,128.380,0.823
-22.73,129.452,0.862
-22.70,130.622,0.840
-22.67,132.154,0.841
-22.63,133.080,0.855
-22.60,133.862,0.902
-22.57,136.006,0.867
-22.53,136.527,0.905
-22.50,137.571,0.856
-22.47,139.742,0.936
-22.43,139.246,0.925
-22.40,141.212,0.925
-22.37,142.586,0.918
-22.33,144.460,0.912
-22.30,144.689,0.960
-22.27,146.646,0.960
-22.23,147.139,0.960
-22.20,148.692,0.950
-22.17,150.273,0.948
-22.13,149.465,0.970
-22.10,151.332,0.999
-22.07,151.537,0.987
-22.03,152.821,0.976
-22.00,153.971,1.011
-21.97,154.712,0.975
-21.93,154.740,0.940
-21.90,156.370,1.012
-21.87,155.485,0.995
-21.83,156.328,0.994
-21.80,157.560,0.993
-21.77,158.397,1.010
-21.73,159.677,0.965
-21.70,159.739,1.005
-21.67,160.090,0.984
-21.63,160.084,0.961
-21.60,161.111,1.011
-21.57,161.840,0.950
-21.53,163.258,0.943
-21.50,163.322,0.991
-21.47,163.235,0.972
-21.43,164.847,0.986
-21.40,165.615,0.950
-21.37,165.659,0.959
-21.33,166.200,0.974
-21.30,165.464,0.940
-21.27,166.663,0.914
-21.23,166.472,0.946
-21.20,166.715,0.918
-21.17,167.017,0.955
-21.13,168.075,0.909
-21.10,167.736,0.921
-21.07,167.559,0.916
-21.03,167.466,0.933
-21.00,168.327,0.890
-20.97,167.922,0.937
-20.93,167.873,0.887
-20.90,168.197,0.881
-20.87,167.205,0.858
-20.83,168.307,0.871
-20.80,168.095,0.876
-20.77,167.986,0.889
-20.73,167.517,0.913
-20.70,167.773,0.915
-20.67,168.189,0.887
-20.63,167.414,0.885
-20.60,167.586,0.867
-20.57,166.584,0.881
-20.53,167.373,0.881
-20.50,167.699,0.842
-20.47,166.965,0.845
-20.43,165.855,0.907
-20.40,165.904,0.892
-20.37,165.934,0.889
-20.33,165.130,0.912
-20.30,164.683,0.892
-20.27,164.544,0.890
-20.23,164.839,0.899
-20.20,164.073,0.886
-20.17,163.168,0.863
-20.13,162.874,0.905
-20.10,162.144,0.891
-20.07,162.232,0.901
-20.03,161.499,0.896
-20.00,160.623,0.867
-19.97,161.139,0.880
-19.93,159.465,0.897
-19.90,158.856,0.883
-19.87,157.425,0.900
-19.83,156.766,0.879
-19.80,156.539,0.875
-19.77,155.341,0.869
-19.73,154.958,0.892
-19.70,153.627,0.891
-19.67,153.511,0.903
-19.63,151.932,0.878
-19.60,151.152,0.896
-19.57,151.084,0.872
-19.53,149.597,0.905
-19.50,148.018,0.889
-19.47,148.324,0.850
-19.43,146.288,0.848
-19.40,146.215,0.900
-19.37,145.658,0.855
-19.33,143.689,0.851
-19.30,142.148,0.843
-19.27,140.407,0.877
-19.23,140.810,0.842
-19.20,139.083,0.873
-19.17,137.077,0.826
-19.13,136.789,0.850
-19.10,135.422,0.850
-19.07,133.861,0.835
-19.03,132.557,0.829
-19.00,131.972,0.822
-18.97,130.525,0.818
-18.93,128.947,0.832
-18.90,127.575,0.840
-18.87,126.379,0.811
-18.83,124.710,0.780
-18.80,123.942,0.753
-18.77,121.719,0.798
-18.73,121.219,0.775
-18.70,119.227,0.774
-18.67,117.186,0.741
-18.63,117.034,0.772
-18.60,114.863,0.707
-18.57,113.066,0.726
-18.53,111.113,0.716
-18.50,108.825,0.730
-18.47,108.083,0.697
-18.43,107.491,0.673
-18.40,105.249,0.679
-18.37,102.978,0.694
-18.33,101.412,0.643
-18.30,100.110,0.625
-18.27,98.295,0.603
-18.23,96.721,0.613
-18.20,95.123,0.558
-18.17,93.150,0.587
-18.13,89.948,0.597
-18.10,88.987,0.533
-18.07,87.436,0.565
-18.03,86.217,0.555
-18.00,82.804,0.556
-17.97,82.182,0.531
-17.93,79.708,0.493
-17.90,77.919,0.475
-17.87,75.169,0.473
-17.83,75.136,0.470
-17.80,71.242,0.450
-17.77,71.403,0.437
-17.73,68.067,0.411
-17.70,66.166,0.390
-17.67,64.420,0.400
-17.63,61.563,0.393
-17.60,59.678,0.362
-17.57,57.368,0.365
-17.53,55.838,0.343
-17.50,53.137,0.334
-17.47,51.711,0.301
-17.43,50.256,0.281
-17.40,47.220,0.278
-17.37,45.698,0.259
-17.33,44.192,0.272
-17.30,41.784,0.234
-17.27,38.836,0.210
-17.23,36.529,0.173
-17.20,35.713,0.198
-17.17,33.527,0.164
-17.13,31.491,0.129
-17.10,28.793,0.119
-17.07,25.685,0.096
-17.03,23.950,0.107
-17.00,22.980,0.085
-16.97,19.913,0.104
-16.93,16.638,0.016
-16.90,15.764,0.007
-16.87,11.825,0.018
-16.83,10.494,-0.006
-16.80,8.404,0.012
-16.77,6.587,-0.048
-16.73,4.069,-0.061
-16.70,2.770,-0.082
-16.67,-0.288,-0.031
-16.63,-1.721,-0.099
-16.60,-4.117,-0.098
-16.57,-6.215,-0.138
-16.53,-8.690,-0.118
-16.50,-11.289,-0.147
-16.47,-12.696,-0.169
-16.43,-14.650,-0.163
-16.40,-18.093,-0.196
-16.37,-19.927,-0.209
-16.33,-21.447,-0.213
-16.30,-24.865,-0.240
-16.27,-25.239,-0.251
-16.23,-29.280,-0.289
-16.20,-31.849,-0.287
-16.17,-32.549,-0.258
-16.13,-35.044,-0.322
-16.10,-36.850,-0.294
-16.07,-38.763,-0.332
-16.03,-41.962,-0.341
-16.00,-43.393,-0.338
-15.97,-45.690,-0.379
-15.93,-47.378,-0.367
-15.90,-49.826,-0.406
-15.87,-51.454,-0.362
-15.83,-53.933,-0.431
-15.80,-56.429,-0.394
-15.77,-57.694,-0.444
-15.73,-60.400,-0.464
-15.70,-62.190,-0.467
-15.67,-63.640,-0.435
-15.63,-66.204,-0.425
-15.60,-68.084,-0.473
-15.57,-69.761,-0.461
-15.53,-71.982,-0.478
-15.50,-74.535,-0.508
-15.47,-76.254,-0.526
-15.43,-76.754,-0.523
-15.40,-79.844,-0.521
-15.37,-81.382,-0.508
-15.33,-83.304,-0.575
-15.30,-85.493,-0.566
-15.27,-86.646,-0.559
-15.23,-89.326,-0.564
-15.20,-91.014,-0.595
-15.17,-92.042,-0.585
-15.13,-94.782,-0.617
-15.10,-95.024,-0.635
-15.07,-98.650,-0.628
-15.03,-99.770,-0.635
-15.00,-101.238,-0.631
-14.97,-103.110,-0.655
-14.93,-104.021,-0.647
-14.90,-106.785,-0.674
-14.87,-108.265,-0.718
-14.83,-109.710,-0.689
-14.80,-111.544,-0.712
-14.77,-112.267,-0.747
-14.73,-114.422,-0.734
-14.70,-114.872,-0.716
-14.67,-118.368,-0.792
-14.63,-119.064,-0.777
-14.60,-120.202,-0.779
-14.57,-121.673,-0.771
-14.53,-122.679,-0.803
-14.50,-124.936,-0.798
-14.47,-126.982,-0.813
-14.43,-127.659,-0.848
-14.40,-128.897,-0.837
-14.37,-130.185,-0.830
-14.33,-132.138,-0.842
-14.30,-132.867,-0.831
-14.27,-134.502,-0.896
-14.23,-135.499,-0.882
-14.20,-137.329,-0.865
-14.17,-138.553,-0.909
-14.13,-139.346,-0.918
-14.10,-140.318,-0.874
-14.07,-141.544,-0.923
-14.03,-142.297,-0.921
-14.00,-143.839,-0.912
-13.97,-146.312,-0.921
-13.93,-145.758,-0.935
-13.90,-147.336,-0.962
-13.87,-148.267,-0.940
-13.83,-148.209,-0.977
-13.80,-149.092,-1.005
-13.77,-150.743,-0.982
-13.73,-151.080,-0.970
-13.70,-152.175,-0.967
-13.67,-153.332,-0.952
-13.63,-153.655,-1.001
-13.60,-155.020,-0.994
-13.57,-155.644,-0.972
-13.53,-156.263,-0.971
-13.50,-156.857,-1.012
-13.47,-158.799,-0.964
-13.43,-158.455,-0.993
-13.40,-159.462,-0.998
-13.37,-159.931,-0.981
-13.33,-160.052,-1.012
-13.30,-160.873,-1.008
-13.27,-161.813,-0.965
-13.23,-163.179,-0.980
-13.20,-163.474,-0.999
-13.17,-163.496,-0.918
-13.13,-163.580,-0.949
-13.10,-164.542,-0.996
-13.07,-164.482,-0.962
-13.03,-165.455,-0.948
-13.00,-165.236,-0.954
-12.97,-165.966,-0.967
-12.93,-166.662,-0.921
-12.90,-166.516,-0.915
-12.87,-167.135,-0.918
-12.83,-166.490,-0.919
-12.80,-167.786,-0.916
-12.77,-168.205,-0.951
-12.73,-167.698,-0.889
-12.70,-168.250,-0.920
-12.67,-167.720,-0.913
-12.63,-167.273,-0.900
-12.60,-168.385,-0.914
-12.57,-168.722,-0.891
-12.53,-169.003,-0.926
-12.50,-168.486,-0.899
-12.47,-168.062,-0.878
-12.43,-169.036,-0.920
-12.40,-168.262,-0.846
-12.37,-167.194,-0.887
-12.33,-168.134,-0.906
-12.30,-168.247,-0.876
-12.27,-167.257,-0.911
-12.23,-168.167,-0.883
-12.20,-167.037,-0.869
-12.17,-166.648,-0.917
-12.13,-167.457,-0.881
-12.10,-166.718,-0.860
-12.07,-166.735,-0.868
-12.03,-166.581,-0.828
-12.00,-165.707,-0.867
-11.97,-165.038,-0.913
-11.93,-163.733,-0.926
-11.90,-164.473,-0.867
-11.87,-163.626,-0.907
-11.83,-164.601,-0.915
-11.80,-162.756,-0.892
-11.77,-162.664,-0.895
-11.73,-161.265,-0.903
-11.70,-161.837,-0.898
-11.67,-160.213,-0.893
-11.63,-160.031,-0.840
-11.60,-159.326,-0.886
-11.57,-158.342,-0.886
-11.53,-157.224,-0.930
-11.50,-156.126,-0.899
-11.47,-157.072,-0.848
-11.43,-156.411,-0.904
-11.40,-155.391,-0.868
-11.37,-153.227,-0.906
-11.33,-153.531,-0.869
-11.30,-152.499,-0.914
-11.27,-150.997,-0.894
-11.23,-150.696,-0.898
-11.20,-149.660,-0.903
-11.17,-149.397,-0.890
-11.13,-147.580,-0.876
-11.10,-147.154,-0.921
-11.07,-145.748,-0.882
-11.03,-144.243,-0.890
-11.00,-144.092,-0.885
-10.97,-143.569,-0.906
-10.93,-142.244,-0.904
-10.90,-140.780,-0.851
-10.87,-139.067,-0.856
-10.83,-138.171,-0.871
-10.80,-137.526,-0.833
-10.77,-135.663,-0.863
-10.73,-133.955,-0.840
-10.70,-133.161,-0.829
-10.67,-131.580,-0.856
-10.63,-130.332,-0.818
-10.60,-130.179,-0.820
-10.57,-128.714,-0.776
-10.53,-126.355,-0.799
-10.50,-124.938,-0.825
-10.47,-123.832,-0.824
-10.43,-122.463,-0.759
-10.40,-120.960,-0.743
-10.37,-118.531,-0.731
-10.33,-116.656,-0.709
-10.30,-116.191,-0.734
-10.27,-114.342,-0.712
-10.23,-113.193,-0.699
-10.20,-111.249,-0.728
-10.17,-110.505,-0.705
-10.13,-107.405,-0.716
-10.10,-105.637,-0.697
-10.07,-103.776,-0.672
-10.03,-104.051,-0.688
-10.00,-102.332,-0.647
-9.97,-100.197,-0.641
-9.93,-98.949,-0.640
-9.90,-96.302,-0.594
-9.87,-95.229,-0.626
-9.83,-92.192,-0.606
-9.80,-91.429,-0.570
-9.77,-88.691,-0.593
-9.73,-86.106,-0.589
-9.70,-85.101,-0.548
-9.67,-84.113,-0.560
-9.63,-82.455,-0.534
-9.60,-80.424,-0.543
-9.57,-77.606,-0.497
-9.53,-77.073,-0.485
-9.50,-74.876,-0.519
-9.47,-71.745,-0.465
-9.43,-70.031,-0.451
-9.40,-67.829,-0.461
-9.37,-66.792,-0.430
-9.33,-64.530,-0.430
-9.30,-61.719,-0.391
-9.27,-60.432,-0.400
-9.23,-57.413,-0.364
-9.20,-55.174,-0.348
-9.17,-53.412,-0.336
-9.13,-51.993,-0.288
-9.10,-49.463,-0.276
-9.07,-48.141,-0.282
-9.03,-46.460,-0.257
-9.00,-43.667,-0.246
-8.97,-41.223,-0.248
-8.93,-39.743,-0.247
-8.90,-36.826,-0.187
-8.87,-34.892,-0.189
-8.83,-32.536,-0.174
-8.80,-30.141,-0.169
-8.77,-28.463,-0.122
-8.73,-26.784,-0.144
-8.70,-24.756,-0.125
