Trigger_Date,2024/01/19
Trigger_Time,T 10:34:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
-37.67,167.027,0.857
-37.63,168.279,0.851
-37.60,167.669,0.848
-37.57,168.654,0.828
-37.53,167.902,0.837
-37.50,168.646,0.846
-37.47,167.753,0.832
-37.43,168.687,0.855
-37.40,167.975,0.838
-37.37,168.339,0.829
-37.33,167.925,0.824
-37.30,167.970,0.826
-37.27,167.582,0.813
-37.23,166.940,0.812
-37.20,166.959,0.818
-37.17,166.701,0.810
-37.13,166.961,0.801
-37.10,167.387,0.827
-37.07,166.214,0.818
-37.03,166.347,0.811
-37.00,165.461,0.780
-36.97,164.996,0.811
-36.93,164.514,0.803
-36.90,163.825,0.822
-36.87,163.804,0.812
-36.83,163.524,0.795
-36.80,162.873,0.807
-36.77,162.416,0.760
-36.73,161.914,0.796
-36.70,161.472,0.803
-36.67,160.934,0.696
-36.63,159.744,0.700
-36.60,159.276,0.689
-36.57,159.384,0.690
-36.53,158.261,0.696
-36.50,157.922,0.681
-36.47,156.885,0.691
-36.43,156.517,0.690
-36.40,155.053,0.708
-36.37,155.061,0.684
-36.33,153.727,0.717
-36.30,153.027,0.688
-36.27,151.834,0.714
-36.23,150.317,0.704
-36.20,150.284,0.677
-36.17,149.382,0.672
-36.13,148.293,0.668
-36.10,146.701,0.685
-36.07,145.797,0.655
-36.03,144.107,0.668
-36.00,144.057,0.703
-35.97,142.537,0.651
-35.93,140.847,0.661
-35.90,140.072,0.646
-35.87,139.776,0.631
-35.83,138.446,0.667
-35.80,137.312,0.648
-35.77,135.666,0.610
-35.73,135.142,0.641
-35.70,133.616,0.627
-35.67,131.654,0.587
-35.63,130.148,0.604
-35.60,128.660,0.601
-35.57,127.853,0.603
-35.53,125.956,0.593
-35.50,125.196,0.586
-35.47,124.660,0.587
-35.43,122.643,0.572
-35.40,120.376,0.563
-35.37,119.057,0.555
-35.33,117.172,0.551
-35.30,116.635,0.521
-35.27,113.973,0.521
-35.23,112.976,0.532
-35.20,111.586,0.537
-35.17,110.209,0.509
-35.13,108.192,0.525
-35.10,106.065,0.495
-35.07,104.009,0.510
-35.03,102.853,0.466
-35.00,101.501,0.475
-34.97,99.486,0.493
-34.93,97.447,0.465
-34.90,96.476,0.466
-34.87,94.118,0.447
-34.83,92.247,0.456
-34.80,90.534,0.438
-34.77,89.151,0.428
-34.73,87.385,0.422
-34.70,85.792,0.402
-34.67,83.022,0.435
-34.63,81.730,0.393
-34.60,80.367,0.388
-34.57,77.977,0.377
-34.53,76.139,0.362
-34.50,74.534,0.360
-34.47,72.243,0.370
-34.43,69.790,0.344
-34.40,67.576,0.353
-34.37,66.380,0.320
-34.33,63.254,0.344
-34.30,61.488,0.355
-34.27,60.631,0.309
-34.23,57.474,0.283
-34.20,55.507,0.310
-34.17,53.738,0.299
-34.13,51.577,0.277
-34.10,49.982,0.273
-34.07,49.270,0.253
-34.03,45.668,0.262
-34.00,43.719,0.248
-33.97,41.510,0.241
-33.93,39.688,0.244
-33.90,37.710,0.224
-33.87,35.077,0.227
-33.83,32.809,0.174
-33.80,30.336,0.213
-33.77,28.962,0.202
-33.73,26.129,0.178
-33.70,23.670,0.160
-33.67,21.777,0.154
-33.63,19.969,0.169
-33.60,17.562,0.142
-33.57,15.202,0.122
-33.53,13.140,0.136
-33.50,11.066,0.115
-33.47,8.235,0.087
-33.43,6.369,0.101
-33.40,3.692,0.098
-33.37,1.027,0.073
-33.33,-0.552,0.072
-33.30,-1.435,0.089
-33.27,-5.283,0.031
-33.23,-7.145,0.038
-33.20,-9.533,0.028
-33.17,-11.027,0.005
-33.13,-13.049,-0.010
-33.10,-15.390,-0.011
-33.07,-17.826,-0.019
-33.03,-19.974,-0.010
-33.00,-22.717,-0.037
-32.97,-24.381,-0.059
-32.93,-26.469,-0.052
-32.90,-28.462,-0.082
-32.87,-30.959,-0.090
-32.83,-31.941,-0.110
-32.80,-34.695,-0.087
-32.77,-37.327,-0.107
-32.73,-39.351,-0.142
-32.70,-41.420,-0.119
-32.67,-43.523,-0.159
-32.63,-44.822,-0.150
-32.60,-47.323,-0.144
-32.57,-50.265,-0.177
-32.53,-51.978,-0.136
-32.50,-53.544,-0.192
-32.47,-56.165,-0.219
-32.43,-58.413,-0.204
-32.40,-60.240,-0.213
-32.37,-61.424,-0.209
-32.33,-64.159,-0.219
-32.30,-66.174,-0.281
-32.27,-68.375,-0.230
-32.23,-70.112,-0.239
-32.20,-72.666,-0.276
-32.17,-73.398,-0.277
-32.13,-75.769,-0.281
-32.10,-78.137,-0.310
-32.07,-80.428,-0.290
-32.03,-81.617,-0.326
-32.00,-83.730,-0.314
-31.97,-84.984,-0.340
-31.93,-87.007,-0.329
-31.90,-88.964,-0.358
-31.87,-91.307,-0.387
-31.83,-91.933,-0.387
-31.80,-94.275,-0.387
-31.77,-97.048,-0.383
-31.73,-98.908,-0.410
-31.70,-100.141,-0.393
-31.67,-101.659,-0.419
-31.63,-103.508,-0.419
-31.60,-106.137,-0.423
-31.57,-106.181,-0.430
-31.53,-108.811,-0.434
-31.50,-110.928,-0.469
-31.47,-111.312,-0.458
-31.43,-113.053,-0.443
-31.40,-114.621,-0.486
-31.37,-116.219,-0.477
-31.33,-117.848,-0.478
-31.30,-118.806,-0.491
-31.27,-121.186,-0.503
-31.23,-121.775,-0.510
-31.20,-123.320,-0.514
-31.17,-125.025,-0.513
-31.13,-127.133,-0.527
-31.10,-126.509,-0.526
-31.07,-127.922,-0.543
-31.03,-130.691,-0.542
-31.00,-132.258,-0.540
-30.97,-132.213,-0.559
-30.93,-133.836,-0.560
-30.90,-135.612,-0.557
-30.87,-136.952,-0.561
-30.83,-138.240,-0.585
-30.80,-139.042,-0.584
-30.77,-140.435,-0.594
-30.73,-141.965,-0.579
-30.70,-142.420,-0.602
-30.67,-142.841,-0.603
-30.63,-144.841,-0.621
-30.60,-146.010,-0.630
-30.57,-147.917,-0.603
-30.53,-147.238,-0.609
-30.50,-148.651,-0.631
-30.47,-148.981,-0.611
-30.43,-150.597,-0.601
-30.40,-151.353,-0.609
-30.37,-152.472,-0.620
-30.33,-153.282,-0.656
-30.30,-153.644,-0.605
-30.27,-154.905,-0.619
-30.23,-156.153,-0.604
-30.20,-155.632,-0.620
-30.17,-157.367,-0.639
-30.13,-158.339,-0.635
-30.10,-159.003,-0.649
-30.07,-159.931,-0.604
-30.03,-160.311,-0.634
-30.00,-161.160,-0.633
-29.97,-160.905,-0.653
-29.93,-160.905,-0.623
-29.90,-163.100,-0.641
-29.87,-162.420,-0.658
-29.83,-162.833,-0.645
-29.80,-163.101,-0.661
-29.77,-164.063,-0.637
-29.73,-164.739,-0.650
-29.70,-164.892,-0.644
-29.67,-165.673,-0.633
-29.63,-166.218,-0.659
-29.60,-166.279,-0.650
-29.57,-167.067,-0.652
-29.53,-166.871,-0.661
-29.50,-167.253,-0.665
-29.47,-167.294,-0.654
-29.43,-167.663,-0.638
-29.40,-167.652,-0.661
-29.37,-168.059,-0.666
-29.33,-167.467,-0.669
-29.30,-167.302,-0.650
-29.27,-168.592,-0.667
-29.23,-168.613,-0.670
-29.20,-168.467,-0.670
-29.17,-168.944,-0.671
-29.13,-168.382,-0.658
-29.10,-168.400,-0.674
-29.07,-168.490,-0.682
-29.03,-167.833,-0.663
-29.00,-168.157,-0.655
-28.97,-168.517,-0.663
-28.93,-167.411,-0.676
-28.90,-167.584,-0.669
-28.87,-167.083,-0.669
-28.83,-166.910,-0.665
-28.80,-166.784,-0.672
-28.77,-167.038,-0.694
-28.73,-165.875,-0.670
-28.70,-166.855,-0.667
-28.67,-165.728,-0.679
-28.63,-164.289,-0.659
-28.60,-164.347,-0.670
-28.57,-164.555,-0.706
-28.53,-163.240,-0.703
-28.50,-162.528,-0.670
-28.47,-162.336,-0.710
-28.43,-162.533,-0.679
-28.40,-161.502,-0.694
-28.37,-161.217,-0.713
-28.33,-160.233,-0.706
-28.30,-160.132,-0.687
-28.27,-159.122,-0.669
-28.23,-159.168,-0.686
-28.20,-158.852,-0.689
-28.17,-156.998,-0.694
-28.13,-156.370,-0.680
-28.10,-156.325,-0.714
-28.07,-154.508,-0.673
-28.03,-153.090,-0.698
-28.00,-153.097,-0.673
-27.97,-152.525,-0.674
-27.93,-151.195,-0.681
-27.90,-150.380,-0.673
-27.87,-149.376,-0.684
-27.83,-149.863,-0.680
-27.80,-148.081,-0.665
-27.77,-147.089,-0.672
-27.73,-146.027,-0.673
-27.70,-144.977,-0.657
-27.67,-144.174,-0.649
-27.63,-143.063,-0.651
-27.60,-141.393,-0.647
-27.57,-139.775,-0.640
-27.53,-139.373,-0.651
-27.50,-137.593,-0.610
-27.47,-136.753,-0.641
-27.43,-135.842,-0.629
-27.40,-134.646,-0.634
-27.37,-133.208,-0.615
-27.33,-131.034,-0.615
-27.30,-130.792,-0.581
-27.27,-129.093,-0.617
-27.23,-127.630,-0.604
-27.20,-127.283,-0.589
-27.17,-125.567,-0.598
-27.13,-124.450,-0.587
-27.10,-121.724,-0.543
-27.07,-120.118,-0.576
-27.03,-118.563,-0.541
-27.00,-117.210,-0.575
-26.97,-116.142,-0.527
-26.93,-114.470,-0.529
-26.90,-113.069,-0.525
-26.87,-110.979,-0.527
-26.83,-109.734,-0.521
-26.80,-107.822,-0.512
-26.77,-106.974,-0.510
-26.73,-105.200,-0.505
-26.70,-102.709,-0.503
-26.67,-101.288,-0.468
-26.63,-98.916,-0.447
-26.60,-98.853,-0.467
-26.57,-96.087,-0.459
-26.53,-94.278,-0.450
-26.50,-92.013,-0.458
-26.47,-91.834,-0.457
-26.43,-89.272,-0.430
-26.40,-87.556,-0.417
-26.37,-85.872,-0.428
-26.33,-82.799,-0.439
-26.30,-80.869,-0.420
-26.27,-79.316,-0.391
-26.23,-78.221,-0.396
-26.20,-75.993,-0.394
-26.17,-74.308,-0.380
-26.13,-73.649,-0.361
-26.10,-70.443,-0.360
-26.07,-68.999,-0.325
-26.03,-66.338,-0.344
-26.00,-64.209,-0.349
-25.97,-61.824,-0.333
-25.93,-60.519,-0.342
-25.90,-58.376,-0.295
-25.87,-56.280,-0.299
-25.83,-54.198,-0.307
-25.80,-52.890,-0.275
-25.77,-48.854,-0.271
-25.73,-47.851,-0.274
-25.70,-45.734,-0.262
-25.67,-42.733,-0.253
-25.63,-41.884,-0.238
-25.60,-38.950,-0.263
-25.57,-36.618,-0.237
-25.53,-35.185,-0.216
-25.50,-32.109,-0.196
-25.47,-29.807,-0.198
-25.43,-27.984,-0.167
-25.40,-26.474,-0.173
-25.37,-23.860,-0.172
-25.33,-22.117,-0.168
-25.30,-19.438,-0.152
-25.27,-16.764,-0.144
-25.23,-15.861,-0.127
-25.20,-13.160,-0.101
-25.17,-11.273,-0.136
-25.13,-8.494,-0.117
-25.10,-7.688,-0.098
-25.07,-4.613,-0.094
-25.03,-2.288,-0.075
-25.00,0.448,-0.050
-24.97,2.329,-0.065
-24.93,4.820,-0.044
-24.90,7.033,-0.021
-24.87,8.693,-0.014
-24.83,11.536,-0.025
-24.80,12.981,0.007
-24.77,15.790,-0.004
-24.73,18.091,0.052
-24.70,19.527,0.043
-24.67,21.713,0.040
-24.63,23.906,0.062
-24.60,27.428,0.050
-24.57,28.684,0.099
-24.53,31.176,0.087
-24.50,31.319,0.095
-24.47,34.392,0.103
-24.43,37.429,0.082
-24.40,38.782,0.118
-24.37,41.689,0.139
-24.33,43.397,0.140
-24.30,45.198,0.157
-24.27,47.736,0.146
-24.23,49.962,0.180
-24.20,51.714,0.180
-24.17,54.324,0.197
-24.13,56.247,0.179
-24.10,57.132,0.198
-24.07,60.902,0.217
-24.03,61.892,0.234
-24.00,63.895,0.198
-23.97,66.511,0.262
-23.93,68.461,0.268
-23.90,69.750,0.259
-23.87,71.961,0.278
-23.83,74.015,0.272
-23.80,74.772,0.302
-23.77,78.186,0.320
-23.73,80.680,0.313
-23.70,81.966,0.347
-23.67,83.638,0.325
-23.63,85.573,0.324
-23.60,87.304,0.360
-23.57,88.466,0.354
-23.53,91.583,0.385
-23.50,91.558,0.373
-23.47,94.482,0.348
-23.43,95.383,0.368
-23.40,97.842,0.372
-23.37,98.816,0.383
-23.33,101.986,0.405
-23.30,103.160,0.425
-23.27,106.157,0.432
-23.23,106.528,0.412
-23.20,107.393,0.439
-23.17,109.503,0.428
-23.13,110.491,0.465
-23.10,112.775,0.435
-23.07,114.731,0.499
-23.03,115.347,0.482
-23.00,117.200,0.474
-22.97,119.646,0.514
-22.93,120.083,0.509
-22.90,123.401,0.479
-22.87,123.419,0.493
-22.83,125.447,0.510
-22.80,126.242,0.546
-22.77,128.294,0.530
-22.73,129.343,0.548
-22.70,129.853,0.561
-22.67,131.810,0.538
-22.63,134.070,0.551
-22.60,134.544,0.556
-22.57,135.000,0.564
-22.53,136.621,0.561
-22.50,137.492,0.566
-22.47,138.920,0.553
-22.43,139.439,0.579
-22.40,142.062,0.561
-22.37,143.166,0.583
-22.33,144.803,0.610
-22.30,144.605,0.603
-22.27,146.576,0.611
-22.23,146.400,0.594
-22.20,148.368,0.616
-22.17,149.410,0.611
-22.13,150.409,0.593
-22.10,150.946,0.591
-22.07,151.058,0.618
-22.03,152.985,0.641
-22.00,152.754,0.615
-21.97,153.684,0.652
-21.93,154.287,0.619
-21.90,155.783,0.640
-21.87,156.792,0.648
-21.83,157.262,0.616
-21.80,157.950,0.634
-21.77,158.959,0.648
-21.73,159.458,0.622
-21.70,159.031,0.662
-21.67,159.771,0.642
-21.63,161.582,0.631
-21.60,161.930,0.669
-21.57,162.782,0.638
-21.53,162.458,0.638
-21.50,163.285,0.646
-21.47,163.818,0.650
-21.43,164.408,0.632
-21.40,165.346,0.654
-21.37,164.217,0.637
-21.33,165.873,0.649
-21.30,165.654,0.626
-21.27,166.452,0.662
-21.23,165.884,0.665
-21.20,166.432,0.629
-21.17,167.207,0.656
-21.13,167.251,0.669
-21.10,168.240,0.673
-21.07,167.671,0.670
-21.03,167.885,0.682
-21.00,167.778,0.658
-20.97,168.708,0.656
-20.93,168.795,0.683
-20.90,168.418,0.652
-20.87,168.803,0.690
-20.83,168.123,0.660
-20.80,169.151,0.648
-20.77,168.552,0.680
-20.73,167.649,0.676
-20.70,168.450,0.672
-20.67,168.340,0.703
-20.63,167.054,0.691
-20.60,166.976,0.659
-20.57,167.411,0.680
-20.53,167.260,0.702
-20.50,167.266,0.707
-20.47,166.856,0.685
-20.43,166.659,0.669
-20.40,165.683,0.683
-20.37,165.670,0.674
-20.33,165.241,0.711
-20.30,165.413,0.686
-20.27,165.568,0.710
-20.23,164.860,0.691
-20.20,163.837,0.670
-20.17,164.130,0.676
-20.13,163.361,0.713
-20.10,162.558,0.689
-20.07,162.563,0.658
-20.03,162.155,0.703
-20.00,159.979,0.707
-19.97,159.718,0.690
-19.93,158.910,0.712
-19.90,158.731,0.717
-19.87,158.198,0.697
-19.83,157.960,0.692
-19.80,156.223,0.694
-19.77,155.502,0.679
-19.73,155.340,0.709
-19.70,154.630,0.695
-19.67,152.737,0.672
-19.63,152.457,0.683
-19.60,152.422,0.688
-19.57,150.822,0.704
-19.53,149.673,0.690
-19.50,148.180,0.682
-19.47,148.092,0.678
-19.43,146.899,0.675
-19.40,145.207,0.643
-19.37,144.804,0.652
-19.33,144.461,0.661
-19.30,141.911,0.630
-19.27,141.848,0.624
-19.23,140.591,0.635
-19.20,138.655,0.651
-19.17,138.323,0.656
-19.13,136.924,0.613
-19.10,135.549,0.666
-19.07,133.425,0.619
-19.03,132.955,0.605
-19.00,131.662,0.616
-18.97,130.319,0.599
-18.93,129.192,0.588
-18.90,127.165,0.608
-18.87,126.020,0.559
-18.83,125.628,0.570
-18.80,123.316,0.592
-18.77,122.618,0.550
-18.73,120.539,0.554
-18.70,120.199,0.563
-18.67,117.278,0.540
-18.63,116.339,0.562
-18.60,115.236,0.519
-18.57,113.612,0.508
-18.53,111.971,0.520
-18.50,109.480,0.544
-18.47,107.720,0.515
-18.43,107.539,0.493
-18.40,104.526,0.500
-18.37,102.911,0.493
-18.33,101.067,0.476
-18.30,99.367,0.465
-18.27,98.090,0.464
-18.23,96.220,0.445
-18.20,95.168,0.457
-18.17,93.346,0.431
-18.13,90.775,0.426
-18.10,88.913,0.455
-18.07,86.910,0.421
-18.03,85.669,0.381
-18.00,84.212,0.435
-17.97,82.310,0.405
-17.93,80.213,0.392
-17.90,77.506,0.387
-17.87,76.716,0.362
-17.83,74.304,0.376
-17.80,72.476,0.373
-17.77,71.013,0.355
-17.73,68.288,0.351
-17.70,66.088,0.330
-17.67,63.831,0.329
-17.63,62.329,0.313
-17.60,59.937,0.310
-17.57,57.839,0.318
-17.53,55.539,0.289
-17.50,53.569,0.302
-17.47,51.397,0.282
-17.43,49.053,0.273
-17.40,47.098,0.272
-17.37,45.368,0.234
-17.33,43.591,0.254
-17.30,41.511,0.249
-17.27,39.557,0.231
-17.23,36.093,0.244
-17.20,34.023,0.217
-17.17,32.588,0.209
-17.13,30.042,0.229
-17.10,28.856,0.199
-17.07,25.882,0.196
-17.03,23.776,0.168
-17.00,21.941,0.162
-16.97,19.301,0.144
-16.93,17.915,0.154
-16.90,16.159,0.132
-16.87,13.139,0.131
-16.83,11.199,0.112
-16.80,8.609,0.120
-16.77,5.167,0.085
-16.73,4.775,0.076
-16.70,2.563,0.069
-16.67,-0.314,0.083
-16.63,-2.008,0.039
-16.60,-3.379,0.049
-16.57,-6.078,0.034
-16.53,-8.994,0.013
-16.50,-10.557,0.009
-16.47,-13.587,-0.013
-16.43,-15.174,-0.026
-16.40,-17.863,-0.040
-16.37,-19.706,-0.020
-16.33,-22.278,-0.026
-16.30,-23.952,-0.067
-16.27,-25.588,-0.048
-16.23,-28.773,-0.055
-16.20,-30.546,-0.074
-16.17,-32.394,-0.058
-16.13,-34.589,-0.104
-16.10,-36.775,-0.117
-16.07,-39.017,-0.129
-16.03,-40.546,-0.134
-16.00,-43.801,-0.127
-15.97,-45.559,-0.129
-15.93,-47.803,-0.150
-15.90,-49.947,-0.189
-15.87,-51.540,-0.171
-15.83,-53.842,-0.202
-15.80,-55.392,-0.191
-15.77,-58.319,-0.227
-15.73,-61.125,-0.226
-15.70,-61.957,-0.239
-15.67,-63.813,-0.246
-15.63,-65.812,-0.262
-15.60,-68.861,-0.254
-15.57,-69.905,-0.259
-15.53,-72.210,-0.272
-15.50,-74.323,-0.240
-15.47,-75.646,-0.280
-15.43,-77.662,-0.300
-15.40,-79.522,-0.338
-15.37,-82.371,-0.329
-15.33,-83.648,-0.297
-15.30,-84.938,-0.326
-15.27,-87.849,-0.325
-15.23,-88.879,-0.376
-15.20,-90.451,-0.352
-15.17,-93.077,-0.374
-15.13,-95.206,-0.344
-15.10,-96.499,-0.402
-15.07,-98.087,-0.372
-15.03,-99.335,-0.400
-15.00,-101.882,-0.406
-14.97,-103.264,-0.416
-14.93,-104.621,-0.438
-14.90,-106.898,-0.448
-14.87,-108.372,-0.444
-14.83,-110.631,-0.463
-14.80,-111.804,-0.466
-14.77,-113.091,-0.473
-14.73,-115.093,-0.493
-14.70,-115.274,-0.486
-14.67,-117.654,-0.493
-14.63,-118.698,-0.481
-14.60,-121.080,-0.467
-14.57,-122.837,-0.501
-14.53,-124.202,-0.519
-14.50,-125.189,-0.535
-14.47,-125.577,-0.500
-14.43,-127.159,-0.547
-14.40,-128.902,-0.547
-14.37,-130.723,-0.540
-14.33,-131.939,-0.548
-14.30,-133.195,-0.523
-14.27,-134.778,-0.548
-14.23,-135.746,-0.572
-14.20,-137.676,-0.543
-14.17,-137.871,-0.585
-14.13,-139.070,-0.574
-14.10,-139.913,-0.572
-14.07,-141.271,-0.578
-14.03,-141.525,-0.580
-14.00,-143.964,-0.575
-13.97,-145.096,-0.593
-13.93,-146.303,-0.594
-13.90,-146.915,-0.575
-13.87,-148.234,-0.610
-13.83,-147.650,-0.608
-13.80,-150.732,-0.616
-13.77,-150.063,-0.613
-13.73,-152.072,-0.614
-13.70,-152.499,-0.616
-13.67,-153.145,-0.613
-13.63,-154.682,-0.616
-13.60,-155.679,-0.629
-13.57,-156.044,-0.615
-13.53,-156.261,-0.627
-13.50,-156.586,-0.616
-13.47,-157.298,-0.641
-13.43,-158.263,-0.608
-13.40,-158.185,-0.636
-13.37,-160.435,-0.621
-13.33,-160.150,-0.634
-13.30,-161.151,-0.641
-13.27,-161.982,-0.639
-13.23,-162.302,-0.660
-13.20,-162.445,-0.642
-13.17,-163.551,-0.653
-13.13,-164.039,-0.652
-13.10,-163.972,-0.661
-13.07,-164.211,-0.641
-13.03,-165.818,-0.616
-13.00,-165.252,-0.685
-12.97,-164.662,-0.640
-12.93,-166.412,-0.664
-12.90,-166.965,-0.645
-12.87,-168.132,-0.655
-12.83,-166.809,-0.643
-12.80,-167.919,-0.640
-12.77,-167.513,-0.640
-12.73,-167.749,-0.667
-12.70,-167.473,-0.683
-12.67,-167.719,-0.662
-12.63,-168.750,-0.660
-12.60,-168.447,-0.651
-12.57,-168.387,-0.650
-12.53,-168.311,-0.660
-12.50,-167.932,-0.638
-12.47,-167.817,-0.669
-12.43,-168.215,-0.649
-12.40,-167.374,-0.656
-12.37,-168.240,-0.653
-12.33,-167.802,-0.692
-12.30,-167.927,-0.647
-12.27,-168.179,-0.672
-12.23,-166.762,-0.658
-12.20,-167.677,-0.678
-12.17,-166.548,-0.663
-12.13,-167.375,-0.689
-12.10,-166.667,-0.691
-12.07,-166.191,-0.697
-12.03,-165.610,-0.702
-12.00,-165.424,-0.683
-11.97,-165.057,-0.656
-11.93,-164.207,-0.689
-11.90,-163.866,-0.656
-11.87,-164.135,-0.678
-11.83,-163.441,-0.673
-11.80,-164.120,-0.687
-11.77,-162.903,-0.691
-11.73,-162.127,-0.710
-11.70,-161.164,-0.706
-11.67,-161.065,-0.661
-11.63,-159.935,-0.679
-11.60,-159.413,-0.705
-11.57,-158.979,-0.712
-11.53,-157.789,-0.722
-11.50,-157.278,-0.685
-11.47,-156.538,-0.706
-11.43,-154.547,-0.707
-11.40,-154.339,-0.682
-11.37,-154.677,-0.674
-11.33,-152.908,-0.684
-11.30,-153.638,-0.690
-11.27,-151.845,-0.675
-11.23,-150.086,-0.685
-11.20,-148.904,-0.705
-11.17,-149.704,-0.678
-11.13,-147.354,-0.683
-11.10,-147.724,-0.675
-11.07,-146.278,-0.643
-11.03,-145.526,-0.679
-11.00,-143.204,-0.668
-10.97,-142.653,-0.647
-10.93,-141.727,-0.657
-10.90,-139.971,-0.655
-10.87,-138.891,-0.637
-10.83,-136.823,-0.662
-10.80,-136.937,-0.619
-10.77,-136.087,-0.618
-10.73,-133.432,-0.626
-10.70,-133.243,-0.641
-10.67,-133.091,-0.590
-10.63,-130.920,-0.591
-10.60,-129.291,-0.570
-10.57,-127.933,-0.614
-10.53,-126.703,-0.591
-10.50,-125.347,-0.594
-10.47,-124.229,-0.578
-10.43,-122.276,-0.576
-10.40,-121.664,-0.581
-10.37,-118.823,-0.569
-10.33,-118.125,-0.560
-10.30,-115.770,-0.559
-10.27,-115.486,-0.540
-10.23,-112.238,-0.544
-10.20,-111.083,-0.516
-10.17,-109.514,-0.507
-10.13,-108.449,-0.512
-10.10,-106.724,-0.528
-10.07,-104.559,-0.516
-10.03,-102.788,-0.488
-10.00,-100.909,-0.464
-9.97,-98.748,-0.481
-9.93,-98.231,-0.465
-9.90,-96.370,-0.436
-9.87,-94.856,-0.429
-9.83,-92.354,-0.432
-9.80,-91.297,-0.457
-9.77,-88.935,-0.426
-9.73,-86.673,-0.414
-9.70,-85.419,-0.416
-9.67,-83.902,-0.383
-9.63,-81.028,-0.434
-9.60,-79.794,-0.392
-9.57,-79.071,-0.388
-9.53,-75.861,-0.370
-9.50,-73.122,-0.361
-9.47,-71.319,-0.372
-9.43,-69.937,-0.372
-9.40,-67.577,-0.327
-9.37,-66.360,-0.345
-9.33,-64.492,-0.321
-9.30,-62.659,-0.321
-9.27,-60.435,-0.331
-9.23,-57.930,-0.317
-9.20,-55.755,-0.286
-9.17,-52.983,-0.275
-9.13,-52.134,-0.312
-9.10,-50.066,-0.272
-9.07,-47.982,-0.264
-9.03,-45.662,-0.273
-9.00,-43.684,-0.268
-8.97,-41.561,-0.247
-8.93,-38.790,-0.215
-8.90,-37.057,-0.233
-8.87,-34.656,-0.202
-8.83,-32.464,-0.195
-8.80,-30.561,-0.167
-8.77,-28.090,-0.165
-8.73,-25.833,-0.184
-8.70,-24.096,-0.180
