Trigger_Date,2024/01/30
Trigger_Time,T 10:45:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
-30.67,-143.316,-0.606
-30.63,-144.545,-0.616
-30.60,-145.829,-0.650
-30.57,-146.380,-0.611
-30.53,-148.232,-0.654
-30.50,-148.473,-0.636
-30.47,-149.996,-0.608
-30.43,-150.605,-0.629
-30.40,-151.959,-0.635
-30.37,-152.356,-0.651
-30.33,-153.037,-0.655
-30.30,-154.164,-0.675
-30.27,-154.599,-0.649
-30.23,-155.221,-0.660
-30.20,-156.446,-0.658
-30.17,-157.542,-0.662
-30.13,-157.778,-0.674
-30.10,-159.048,-0.684
-30.07,-159.858,-0.685
-30.03,-160.126,-0.687
-30.00,-160.206,-0.699
-29.97,-162.035,-0.694
-29.93,-161.421,-0.700
-29.90,-162.797,-0.695
-29.87,-162.813,-0.710
-29.83,-163.114,-0.689
-29.80,-164.784,-0.700
-29.77,-164.547,-0.700
-29.73,-164.667,-0.678
-29.70,-164.930,-0.715
-29.67,-164.512,-0.719
-29.63,-166.183,-0.702
-29.60,-166.343,-0.719
-29.57,-166.105,-0.701
-29.53,-167.287,-0.698
-29.50,-166.853,-0.709
-29.47,-167.206,-0.705
-29.43,-167.390,-0.675
-29.40,-167.170,-0.700
-29.37,-168.584,-0.700
-29.33,-168.754,-0.705
-29.30,-168.459,-0.720
-29.27,-168.004,-0.716
-29.23,-168.254,-0.720
-29.20,-168.729,-0.709
-29.17,-168.466,-0.722
-29.13,-168.872,-0.716
-29.10,-168.127,-0.681
-29.07,-167.804,-0.695
-29.03,-169.025,-0.688
-29.00,-167.921,-0.696
-28.97,-167.277,-0.715
-28.93,-167.288,-0.701
-28.90,-167.983,-0.709
-28.87,-167.313,-0.703
-28.83,-167.200,-0.681
-28.80,-167.155,-0.703
-28.77,-166.282,-0.707
-28.73,-165.942,-0.670
-28.70,-165.763,-0.686
-28.67,-165.962,-0.663
-28.63,-164.428,-0.688
-28.60,-165.194,-0.699
-28.57,-165.157,-0.694
-28.53,-163.515,-0.695
-28.50,-163.706,-0.692
-28.47,-161.870,-0.657
-28.43,-162.335,-0.708
-28.40,-161.628,-0.667
-28.37,-160.755,-0.660
-28.33,-160.628,-0.705
-28.30,-159.526,-0.656
-28.27,-159.283,-0.674
-28.23,-158.090,-0.662
-28.20,-158.063,-0.663
-28.17,-156.288,-0.635
-28.13,-156.447,-0.644
-28.10,-156.439,-0.620
-28.07,-155.166,-0.626
-28.03,-153.708,-0.657
-28.00,-153.019,-0.634
-27.97,-152.984,-0.644
-27.93,-151.526,-0.673
-27.90,-151.819,-0.629
-27.87,-149.425,-0.645
-27.83,-148.355,-0.607
-27.80,-148.214,-0.626
-27.77,-146.576,-0.616
-27.73,-145.903,-0.599
-27.70,-145.227,-0.587
-27.67,-143.461,-0.614
-27.63,-143.211,-0.599
-27.60,-140.267,-0.600
-27.57,-140.236,-0.570
-27.53,-139.853,-0.577
-27.50,-138.049,-0.611
-27.47,-137.118,-0.571
-27.43,-135.250,-0.575
-27.40,-134.565,-0.579
-27.37,-132.804,-0.557
-27.33,-131.463,-0.555
-27.30,-131.107,-0.562
-27.27,-129.772,-0.508
-27.23,-128.114,-0.555
-27.20,-125.539,-0.548
-27.17,-125.781,-0.565
-27.13,-124.320,-0.536
-27.10,-122.257,-0.505
-27.07,-121.053,-0.528
-27.03,-119.179,-0.508
-27.00,-117.235,-0.498
-26.97,-116.068,-0.502
-26.93,-114.494,-0.502
-26.90,-113.538,-0.504
-26.87,-112.094,-0.478
-26.83,-110.152,-0.472
-26.80,-107.771,-0.456
-26.77,-106.423,-0.451
-26.73,-105.436,-0.485
-26.70,-104.488,-0.461
-26.67,-100.673,-0.441
-26.63,-100.102,-0.440
-26.60,-97.164,-0.453
-26.57,-96.518,-0.426
-26.53,-94.299,-0.409
-26.50,-92.981,-0.398
-26.47,-90.794,-0.405
-26.43,-89.261,-0.413
-26.40,-87.836,-0.411
-26.37,-86.805,-0.383
-26.33,-82.840,-0.400
-26.30,-82.225,-0.387
-26.27,-80.271,-0.376
-26.23,-77.935,-0.380
-26.20,-74.999,-0.368
-26.17,-73.638,-0.339
-26.13,-72.442,-0.331
-26.10,-70.118,-0.343
-26.07,-68.404,-0.321
-26.03,-66.789,-0.319
-26.00,-64.123,-0.306
-25.97,-61.199,-0.309
-25.93,-59.978,-0.297
-25.90,-58.911,-0.298
-25.87,-55.646,-0.278
-25.83,-53.293,-0.300
-25.80,-52.340,-0.254
-25.77,-49.074,-0.257
-25.73,-47.600,-0.253
-25.70,-45.217,-0.240
-25.67,-42.974,-0.229
-25.63,-40.735,-0.211
-25.60,-39.479,-0.190
-25.57,-37.351,-0.203
-25.53,-35.202,-0.187
-25.50,-31.985,-0.187
-25.47,-31.115,-0.152
-25.43,-28.910,-0.149
-25.40,-25.534,-0.130
-25.37,-23.184,-0.104
-25.33,-22.266,-0.124
-25.30,-19.328,-0.103
-25.27,-17.497,-0.100
-25.23,-15.774,-0.065
-25.20,-12.980,-0.084
-25.17,-11.145,-0.039
-25.13,-8.814,-0.043
-25.10,-7.126,-0.016
-25.07,-3.726,-0.034
-25.03,-2.427,-0.009
-25.00,0.531,0.009
-24.97,2.808,0.009
-24.93,5.538,0.037
-24.90,6.553,0.037
-24.87,8.606,0.047
-24.83,9.748,0.066
-24.80,12.439,0.081
-24.77,15.199,0.111
-24.73,17.717,0.098
-24.70,19.431,0.111
-24.67,20.724,0.114
-24.63,24.658,0.126
-24.60,27.253,0.150
-24.57,27.499,0.168
-24.53,31.048,0.153
-24.50,32.181,0.189
-24.47,35.098,0.190
-24.43,37.030,0.184
-24.40,39.413,0.196
-24.37,40.806,0.201
-24.33,43.545,0.232
-24.30,45.431,0.245
-24.27,47.093,0.255
-24.23,48.890,0.260
-24.20,51.726,0.247
-24.17,53.965,0.264
-24.13,56.450,0.286
-24.10,58.009,0.284
-24.07,60.430,0.300
-24.03,62.661,0.296
-24.00,63.536,0.298
-23.97,65.529,0.347
-23.93,67.477,0.340
-23.90,70.359,0.333
-23.87,71.365,0.311
-23.83,74.632,0.349
-23.80,76.101,0.367
-23.77,76.970,0.372
-23.73,80.034,0.354
-23.70,81.661,0.357
-23.67,83.652,0.394
-23.63,86.427,0.379
-23.60,88.001,0.402
-23.57,89.638,0.400
-23.53,90.198,0.405
-23.50,92.862,0.413
-23.47,94.549,0.390
-23.43,96.823,0.421
-23.40,98.265,0.431
-23.37,100.095,0.414
-23.33,100.999,0.431
-23.30,103.024,0.450
-23.27,105.681,0.438
-23.23,106.970,0.410
-23.20,108.231,0.445
-23.17,109.906,0.473
-23.13,111.934,0.454
-23.10,112.629,0.457
-23.07,114.521,0.484
-23.03,116.182,0.485
-23.00,116.994,0.497
-22.97,119.476,0.502
-22.93,120.209,0.508
-22.90,121.963,0.500
-22.87,123.571,0.506
-22.83,124.370,0.495
-22.80,125.892,0.530
-22.77,128.107,0.542
-22.73,129.019,0.535
-22.70,129.974,0.530
-22.67,131.788,0.554
-22.63,132.493,0.567
-22.60,133.548,0.561
-22.57,135.405,0.565
-22.53,136.611,0.576
-22.50,138.396,0.602
-22.47,138.675,0.570
-22.43,139.443,0.571
-22.40,141.978,0.595
-22.37,142.515,0.592
-22.33,144.374,0.617
-22.30,144.186,0.616
-22.27,146.575,0.606
-22.23,147.363,0.626
-22.20,147.965,0.611
-22.17,148.014,0.651
-22.13,149.210,0.643
-22.10,150.725,0.641
-22.07,151.491,0.627
-22.03,152.855,0.655
-22.00,153.263,0.664
-21.97,154.242,0.643
-21.93,155.430,0.639
-21.90,155.951,0.688
-21.87,156.953,0.660
-21.83,157.295,0.693
-21.80,157.087,0.669
-21.77,158.440,0.678
-21.73,159.260,0.696
-21.70,160.568,0.687
-21.67,160.455,0.675
-21.63,161.291,0.698
-21.60,162.091,0.697
-21.57,162.477,0.677
-21.53,162.168,0.681
-21.50,162.906,0.714
-21.47,163.012,0.705
-21.43,164.507,0.736
-21.40,163.934,0.700
-21.37,165.429,0.708
-21.33,165.484,0.709
-21.30,166.820,0.690
-21.27,165.820,0.693
-21.23,165.987,0.714
-21.20,166.864,0.741
-21.17,166.686,0.697
-21.13,167.282,0.712
-21.10,167.527,0.715
-21.07,167.810,0.713
-21.03,168.165,0.698
-21.00,168.502,0.688
-20.97,167.281,0.693
-20.93,167.894,0.722
-20.90,167.569,0.700
-20.87,168.618,0.701
-20.83,168.307,0.692
-20.80,168.003,0.701
-20.77,168.286,0.694
-20.73,168.540,0.693
-20.70,168.604,0.714
-20.67,167.453,0.698
-20.63,167.714,0.685
-20.60,168.138,0.702
-20.57,168.436,0.720
-20.53,167.099,0.689
-20.50,166.076,0.700
-20.47,167.007,0.692
-20.43,166.762,0.695
-20.40,166.310,0.695
-20.37,165.897,0.687
-20.33,164.530,0.697
-20.30,165.288,0.673
-20.27,164.547,0.700
-20.23,164.323,0.700
-20.20,163.717,0.667
-20.17,163.526,0.695
-20.13,162.791,0.676
-20.10,161.989,0.653
-20.07,162.383,0.694
-20.03,161.538,0.677
-20.00,160.372,0.656
-19.97,159.735,0.675
-19.93,159.484,0.656
-19.90,159.395,0.656
-19.87,157.639,0.652
-19.83,156.472,0.634
-19.80,157.068,0.641
-19.77,156.291,0.638
-19.73,154.126,0.643
-19.70,154.774,0.674
-19.67,152.479,0.669
-19.63,153.504,0.635
-19.60,152.044,0.642
-19.57,150.948,0.653
-19.53,149.392,0.611
-19.50,148.197,0.625
-19.47,148.821,0.629
-19.43,146.423,0.612
-19.40,145.791,0.604
-19.37,144.613,0.594
-19.33,143.118,0.602
-19.30,142.706,0.592
-19.27,141.389,0.586
-19.23,140.790,0.565
-19.20,138.476,0.592
-19.17,138.600,0.600
-19.13,137.360,0.590
-19.10,135.323,0.557
-19.07,135.286,0.558
-19.03,133.031,0.585
-19.00,131.714,0.549
-18.97,130.734,0.543
-18.93,129.168,0.550
-18.90,128.070,0.544
-18.87,126.438,0.547
-18.83,124.860,0.538
-18.80,123.654,0.552
-18.77,121.620,0.535
-18.73,121.312,0.518
-18.70,119.500,0.496
-18.67,116.650,0.506
-18.63,116.371,0.496
-18.60,114.705,0.483
-18.57,114.091,0.492
-18.53,111.392,0.483
-18.50,109.747,0.487
-18.47,108.106,0.462
-18.43,106.841,0.472
-18.40,103.840,0.464
-18.37,102.768,0.437
-18.33,102.001,0.441
-18.30,99.747,0.429
-18.27,98.568,0.454
-18.23,97.471,0.453
-18.20,94.641,0.433
-18.17,92.581,0.405
-18.13,90.579,0.404
-18.10,89.290,0.400
-18.07,87.640,0.426
-18.03,84.789,0.411
-18.00,83.429,0.415
-17.97,81.519,0.349
-17.93,79.147,0.379
-17.90,77.645,0.355
-17.87,75.114,0.381
-17.83,74.577,0.341
-17.80,72.608,0.356
-17.77,70.304,0.326
-17.73,69.383,0.324
-17.70,66.727,0.324
-17.67,64.725,0.342
-17.63,61.718,0.315
-17.60,59.424,0.315
-17.57,57.319,0.289
-17.53,56.346,0.265
-17.50,53.805,0.247
-17.47,52.044,0.273
-17.43,49.265,0.243
-17.40,47.710,0.250
-17.37,45.797,0.222
-17.33,43.544,0.226
-17.30,41.593,0.217
-17.27,38.787,0.213
-17.23,36.418,0.183
-17.20,34.483,0.164
-17.17,32.408,0.182
-17.13,31.234,0.147
-17.10,27.699,0.153
-17.07,25.724,0.144
-17.03,23.616,0.128
-17.00,21.304,0.116
-16.97,19.558,0.100
-16.93,17.155,0.110
-16.90,15.522,0.084
-16.87,14.305,0.059
-16.83,10.668,0.061
-16.80,8.410,0.067
-16.77,6.565,0.030
-16.73,4.525,0.013
-16.70,2.082,-0.002
-16.67,-0.075,-0.017
-16.63,-2.005,0.003
-16.60,-5.016,-0.039
-16.57,-6.824,-0.044
-16.53,-7.966,-0.055
-16.50,-11.847,-0.059
-16.47,-14.032,-0.083
-16.43,-14.983,-0.100
-16.40,-17.940,-0.137
-16.37,-20.104,-0.129
-16.33,-22.073,-0.121
-16.30,-23.949,-0.143
-16.27,-25.617,-0.148
-16.23,-28.717,-0.157
-16.20,-30.522,-0.167
-16.17,-33.271,-0.182
-16.13,-34.662,-0.171
-16.10,-37.446,-0.190
-16.07,-39.604,-0.218
-16.03,-42.097,-0.216
-16.00,-43.215,-0.235
-15.97,-46.084,-0.258
-15.93,-47.949,-0.262
-15.90,-49.184,-0.253
-15.87,-52.089,-0.236
-15.83,-52.883,-0.245
-15.80,-55.469,-0.280
-15.77,-58.300,-0.298
-15.73,-60.383,-0.283
-15.70,-62.036,-0.290
-15.67,-64.240,-0.318
-15.63,-66.200,-0.320
-15.60,-68.735,-0.328
-15.57,-70.014,-0.323
-15.53,-73.072,-0.349
-15.50,-73.592,-0.340
-15.47,-75.517,-0.364
-15.43,-78.069,-0.349
-15.40,-80.348,-0.356
-15.37,-81.221,-0.352
-15.33,-83.451,-0.373
-15.30,-85.067,-0.386
-15.27,-87.466,-0.387
-15.23,-88.798,-0.390
-15.20,-90.785,-0.391
-15.17,-92.240,-0.420
-15.13,-95.663,-0.404
-15.10,-96.436,-0.408
-15.07,-97.396,-0.414
-15.03,-100.211,-0.414
-15.00,-100.558,-0.421
-14.97,-103.308,-0.431
-14.93,-104.725,-0.448
-14.90,-106.308,-0.435
-14.87,-108.051,-0.469
-14.83,-110.804,-0.455
-14.80,-111.639,-0.462
-14.77,-113.468,-0.489
-14.73,-115.401,-0.458
-14.70,-116.084,-0.463
-14.67,-117.344,-0.486
-14.63,-119.299,-0.503
-14.60,-121.010,-0.513
-14.57,-122.973,-0.484
-14.53,-122.318,-0.503
-14.50,-124.847,-0.510
-14.47,-126.206,-0.501
-14.43,-127.985,-0.515
-14.40,-129.502,-0.546
-14.37,-131.151,-0.538
-14.33,-131.904,-0.532
-14.30,-133.728,-0.565
-14.27,-134.952,-0.545
-14.23,-135.428,-0.580
-14.20,-136.345,-0.568
-14.17,-138.229,-0.596
-14.13,-139.543,-0.581
-14.10,-139.413,-0.597
-14.07,-140.919,-0.611
-14.03,-142.934,-0.586
-14.00,-144.029,-0.599
-13.97,-145.774,-0.607
-13.93,-145.881,-0.605
-13.90,-146.278,-0.614
-13.87,-148.122,-0.615
-13.83,-149.142,-0.631
-13.80,-149.666,-0.636
-13.77,-150.979,-0.638
-13.73,-151.912,-0.651
-13.70,-152.221,-0.662
-13.67,-153.276,-0.662
-13.63,-154.218,-0.649
-13.60,-154.850,-0.652
-13.57,-156.315,-0.664
-13.53,-157.125,-0.661
-13.50,-158.103,-0.653
-13.47,-158.344,-0.649
-13.43,-157.697,-0.678
-13.40,-159.771,-0.665
-13.37,-160.172,-0.682
-13.33,-161.572,-0.699
-13.30,-161.833,-0.661
-13.27,-160.827,-0.697
-13.23,-162.291,-0.696
-13.20,-163.049,-0.693
-13.17,-163.425,-0.695
-13.13,-163.801,-0.707
-13.10,-164.058,-0.689
-13.07,-164.647,-0.707
-13.03,-165.486,-0.698
-13.00,-166.034,-0.695
-12.97,-166.263,-0.706
-12.93,-166.283,-0.741
-12.90,-166.674,-0.721
-12.87,-165.890,-0.705
-12.83,-167.120,-0.711
-12.80,-166.919,-0.678
-12.77,-166.992,-0.701
-12.73,-167.927,-0.703
-12.70,-167.674,-0.688
-12.67,-168.174,-0.698
-12.63,-168.766,-0.726
-12.60,-167.773,-0.710
-12.57,-167.739,-0.685
-12.53,-168.219,-0.686
-12.50,-168.360,-0.686
-12.47,-168.819,-0.696
-12.43,-168.291,-0.684
-12.40,-168.217,-0.722
-12.37,-168.255,-0.708
-12.33,-167.892,-0.687
-12.30,-167.493,-0.676
-12.27,-167.424,-0.714
-12.23,-167.796,-0.705
-12.20,-167.146,-0.699
-12.17,-166.666,-0.716
-12.13,-167.175,-0.701
-12.10,-166.475,-0.696
-12.07,-165.924,-0.716
-12.03,-166.312,-0.674
-12.00,-165.430,-0.692
-11.97,-165.352,-0.682
-11.93,-163.966,-0.682
-11.90,-164.120,-0.692
-11.87,-163.866,-0.679
-11.83,-163.922,-0.668
-11.80,-163.479,-0.678
-11.77,-162.057,-0.663
-11.73,-162.296,-0.654
-11.70,-160.302,-0.681
-11.67,-160.709,-0.661
-11.63,-160.321,-0.654
-11.60,-158.933,-0.666
-11.57,-158.654,-0.667
-11.53,-157.432,-0.672
-11.50,-157.264,-0.656
-11.47,-156.506,-0.655
-11.43,-156.176,-0.639
-11.40,-154.647,-0.620
-11.37,-154.893,-0.642
-11.33,-153.067,-0.654
-11.30,-153.037,-0.635
-11.27,-151.744,-0.650
-11.23,-150.023,-0.642
-11.20,-149.974,-0.624
-11.17,-148.514,-0.622
-11.13,-147.626,-0.611
-11.10,-146.779,-0.620
-11.07,-145.993,-0.614
-11.03,-144.880,-0.621
-11.00,-143.135,-0.600
-10.97,-142.592,-0.587
-10.93,-140.900,-0.602
-10.90,-140.141,-0.603
-10.87,-139.121,-0.581
-10.83,-137.965,-0.585
-10.80,-138.050,-0.576
-10.77,-135.576,-0.579
-10.73,-134.204,-0.552
-10.70,-133.467,-0.559
-10.67,-132.689,-0.560
-10.63,-130.320,-0.536
-10.60,-129.112,-0.538
-10.57,-129.072,-0.517
-10.53,-126.503,-0.539
-10.50,-125.224,-0.517
-10.47,-123.354,-0.518
-10.43,-122.022,-0.531
-10.40,-120.307,-0.531
-10.37,-118.700,-0.505
-10.33,-118.054,-0.488
-10.30,-116.470,-0.498
-10.27,-114.500,-0.503
-10.23,-112.963,-0.491
-10.20,-110.940,-0.448
-10.17,-108.994,-0.494
-10.13,-108.606,-0.483
-10.10,-105.691,-0.474
-10.07,-105.280,-0.479
-10.03,-103.636,-0.458
-10.00,-101.754,-0.475
-9.97,-99.250,-0.452
-9.93,-98.630,-0.418
-9.90,-95.560,-0.428
-9.87,-94.320,-0.379
-9.83,-92.814,-0.421
-9.80,-90.371,-0.403
-9.77,-88.538,-0.421
-9.73,-87.166,-0.391
-9.70,-85.895,-0.419
-9.67,-83.916,-0.386
-9.63,-82.534,-0.364
-9.60,-79.419,-0.373
-9.57,-78.425,-0.387
-9.53,-76.130,-0.352
-9.50,-73.545,-0.357
-9.47,-71.062,-0.360
-9.43,-69.132,-0.311
-9.40,-67.912,-0.343
-9.37,-65.596,-0.318
-9.33,-64.106,-0.315
-9.30,-61.307,-0.293
-9.27,-60.548,-0.284
-9.23,-57.103,-0.268
-9.20,-56.421,-0.287
-9.17,-53.863,-0.269
-9.13,-52.383,-0.225
-9.10,-49.409,-0.270
-9.07,-47.576,-0.250
-9.03,-46.288,-0.213
-9.00,-43.758,-0.235
-8.97,-40.807,-0.202
-8.93,-40.213,-0.198
-8.90,-37.872,-0.224
-8.87,-35.485,-0.225
-8.83,-32.291,-0.157
-8.80,-30.594,-0.154
-8.77,-28.817,-0.166
-8.73,-26.132,-0.126
-8.70,-23.507,-0.124
