Trigger_Date,2024/01/29
Trigger_Time,T 10:44:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
-22.73,128.640,0.650
-22.70,130.600,0.644
-22.67,131.027,0.677
-22.63,133.574,0.683
-22.60,134.968,0.662
-22.57,135.780,0.666
-22.53,137.722,0.628
-22.50,138.793,0.676
-22.47,139.959,0.669
-22.43,140.618,0.665
-22.40,142.120,0.721
-22.37,142.533,0.719
-22.33,143.641,0.698
-22.30,144.908,0.718
-22.27,146.300,0.713
-22.23,147.868,0.697
-22.20,148.679,0.725
-22.17,149.106,0.693
-22.13,149.986,0.731
-22.10,150.655,0.755
-22.07,151.357,0.720
-22.03,153.125,0.754
-22.00,153.083,0.715
-21.97,155.341,0.738
-21.93,155.449,0.736
-21.90,155.344,0.763
-21.87,156.072,0.728
-21.83,157.122,0.730
-21.80,157.315,0.747
-21.77,158.812,0.726
-21.73,158.668,0.758
-21.70,160.434,0.710
-21.67,160.414,0.739
-21.63,161.821,0.724
-21.60,161.626,0.739
-21.57,163.588,0.750
-21.53,163.139,0.746
-21.50,163.415,0.749
-21.47,164.019,0.732
-21.43,164.739,0.714
-21.40,164.088,0.743
-21.37,165.550,0.717
-21.33,165.644,0.717
-21.30,166.359,0.736
-21.27,166.755,0.711
-21.23,166.230,0.705
-21.20,166.858,0.750
-21.17,167.026,0.726
-21.13,167.742,0.707
-21.10,166.553,0.711
-21.07,166.784,0.704
-21.03,168.292,0.694
-21.00,166.816,0.734
-20.97,168.409,0.712
-20.93,167.221,0.671
-20.90,167.147,0.699
-20.87,168.248,0.725
-20.83,168.243,0.686
-20.80,167.958,0.709
-20.77,168.317,0.695
-20.73,167.384,0.687
-20.70,168.209,0.683
-20.67,168.644,0.690
-20.63,167.862,0.688
-20.60,166.967,0.687
-20.57,167.598,0.703
-20.53,166.876,0.727
-20.50,166.768,0.712
-20.47,166.305,0.724
-20.43,166.318,0.704
-20.40,165.987,0.717
-20.37,167.261,0.736
-20.33,165.499,0.725
-20.30,165.695,0.725
-20.27,164.616,0.717
-20.23,164.920,0.709
-20.20,164.437,0.722
-20.17,162.498,0.729
-20.13,163.403,0.752
-20.10,163.261,0.724
-20.07,163.483,0.753
-20.03,160.423,0.770
-20.00,160.393,0.763
-19.97,159.299,0.760
-19.93,160.607,0.760
-19.90,158.842,0.748
-19.87,158.362,0.756
-19.83,158.554,0.751
-19.80,156.663,0.768
-19.77,155.849,0.764
-19.73,155.245,0.766
-19.70,154.611,0.735
-19.67,152.896,0.767
-19.63,152.368,0.770
-19.60,151.419,0.768
-19.57,150.830,0.752
-19.53,148.958,0.755
-19.50,148.165,0.760
-19.47,148.425,0.738
-19.43,146.889,0.771
-19.40,145.187,0.751
-19.37,143.798,0.753
-19.33,143.548,0.741
-19.30,143.236,0.724
-19.27,141.361,0.755
-19.23,139.296,0.769
-19.20,139.254,0.725
-19.17,137.310,0.718
-19.13,137.150,0.739
-19.10,136.017,0.722
-19.07,132.951,0.699
-19.03,132.940,0.724
-19.00,131.497,0.692
-18.97,130.458,0.670
-18.93,129.697,0.671
-18.90,126.343,0.689
-18.87,126.054,0.684
-18.83,124.485,0.672
-18.80,123.442,0.664
-18.77,122.775,0.657
-18.73,120.796,0.652
-18.70,118.691,0.627
-18.67,117.794,0.630
-18.63,116.054,0.644
-18.60,115.085,0.620
-18.57,113.479,0.582
-18.53,111.240,0.602
-18.50,108.772,0.630
-18.47,108.446,0.595
-18.43,106.281,0.572
-18.40,104.561,0.575
-18.37,103.037,0.572
-18.33,101.762,0.538
-18.30,100.432,0.571
-18.27,97.895,0.548
-18.23,96.198,0.537
-18.20,94.128,0.533
-18.17,93.382,0.532
-18.13,90.580,0.501
-18.10,89.435,0.516
-18.07,87.429,0.494
-18.03,85.424,0.492
-18.00,83.812,0.477
-17.97,81.417,0.441
-17.93,79.952,0.485
-17.90,77.487,0.420
-17.87,75.333,0.433
-17.83,73.530,0.421
-17.80,71.751,0.437
-17.77,68.515,0.426
-17.73,68.069,0.419
-17.70,66.125,0.390
-17.67,64.560,0.402
-17.63,61.992,0.354
-17.60,60.663,0.369
-17.57,58.115,0.371
-17.53,55.817,0.368
-17.50,53.944,0.344
-17.47,51.156,0.318
-17.43,49.424,0.291
-17.40,48.018,0.323
-17.37,45.235,0.284
-17.33,43.765,0.292
-17.30,40.839,0.298
-17.27,39.716,0.281
-17.23,37.696,0.222
-17.20,34.936,0.243
-17.17,32.839,0.230
-17.13,30.411,0.239
-17.10,28.622,0.232
-17.07,26.407,0.165
-17.03,24.098,0.184
-17.00,22.491,0.168
-16.97,19.864,0.168
-16.93,16.975,0.155
-16.90,15.835,0.119
-16.87,13.480,0.118
-16.83,11.354,0.082
-16.80,8.139,0.093
-16.77,6.376,0.092
-16.73,4.597,0.076
-16.70,1.842,0.013
-16.67,0.146,0.050
-16.63,-1.751,0.041
-16.60,-4.610,0.023
-16.57,-6.097,0.006
-16.53,-8.426,-0.017
-16.50,-10.688,-0.015
-16.47,-13.273,-0.042
-16.43,-15.601,-0.088
-16.40,-17.408,-0.069
-16.37,-19.552,-0.095
-16.33,-21.216,-0.111
-16.30,-23.767,-0.117
-16.27,-26.182,-0.098
-16.23,-28.648,-0.117
-16.20,-30.544,-0.138
-16.17,-32.210,-0.169
-16.13,-33.920,-0.174
-16.10,-37.397,-0.195
-16.07,-39.298,-0.207
-16.03,-40.679,-0.204
-16.00,-44.068,-0.181
-15.97,-45.410,-0.221
-15.93,-47.986,-0.228
-15.90,-49.262,-0.224
-15.87,-51.901,-0.245
-15.83,-54.714,-0.259
-15.80,-55.989,-0.254
-15.77,-57.908,-0.278
-15.73,-60.320,-0.274
-15.70,-61.319,-0.294
-15.67,-64.258,-0.294
-15.63,-67.376,-0.344
-15.60,-68.203,-0.353
-15.57,-70.164,-0.327
-15.53,-73.618,-0.353
-15.50,-73.284,-0.347
-15.47,-76.167,-0.366
-15.43,-78.077,-0.359
-15.40,-79.813,-0.381
-15.37,-81.936,-0.367
-15.33,-83.348,-0.409
-15.30,-85.455,-0.402
-15.27,-87.548,-0.431
-15.23,-89.721,-0.413
-15.20,-91.166,-0.429
-15.17,-93.055,-0.448
-15.13,-94.540,-0.457
-15.10,-96.165,-0.415
-15.07,-97.473,-0.454
-15.03,-99.913,-0.497
-15.00,-101.191,-0.464
-14.97,-103.383,-0.465
-14.93,-105.055,-0.476
-14.90,-106.449,-0.509
-14.87,-108.181,-0.508
-14.83,-109.966,-0.535
-14.80,-112.847,-0.521
-14.77,-113.055,-0.554
-14.73,-114.117,-0.562
-14.70,-116.664,-0.533
-14.67,-117.888,-0.549
-14.63,-119.589,-0.561
-14.60,-121.165,-0.551
-14.57,-121.821,-0.586
-14.53,-123.069,-0.593
-14.50,-125.115,-0.591
-14.47,-126.059,-0.623
-14.43,-127.681,-0.609
-14.40,-128.667,-0.637
-14.37,-130.704,-0.660
-14.33,-132.486,-0.620
-14.30,-132.318,-0.674
-14.27,-134.083,-0.662
-14.23,-135.192,-0.622
-14.20,-136.525,-0.666
-14.17,-137.781,-0.677
-14.13,-138.857,-0.685
-14.10,-140.912,-0.702
-14.07,-142.382,-0.696
-14.03,-143.405,-0.687
-14.00,-143.480,-0.711
-13.97,-144.790,-0.688
-13.93,-145.406,-0.695
-13.90,-146.751,-0.700
-13.87,-147.108,-0.741
-13.83,-148.727,-0.726
-13.80,-150.131,-0.722
-13.77,-151.376,-0.722
-13.73,-151.838,-0.745
-13.70,-152.438,-0.734
-13.67,-153.035,-0.777
-13.63,-154.157,-0.757
-13.60,-155.345,-0.761
-13.57,-156.138,-0.762
-13.53,-156.481,-0.726
-13.50,-157.880,-0.722
-13.47,-158.284,-0.753
-13.43,-159.062,-0.748
-13.40,-159.278,-0.769
-13.37,-159.479,-0.733
-13.33,-161.122,-0.744
-13.30,-160.413,-0.726
-13.27,-161.922,-0.726
-13.23,-162.493,-0.729
-13.20,-161.835,-0.705
-13.17,-163.713,-0.712
-13.13,-164.056,-0.763
-13.10,-165.295,-0.713
-13.07,-164.943,-0.727
-13.03,-164.597,-0.699
-13.00,-164.225,-0.721
-12.97,-165.637,-0.691
-12.93,-166.527,-0.699
-12.90,-166.725,-0.716
-12.87,-166.521,-0.723
-12.83,-167.255,-0.718
-12.80,-167.044,-0.717
-12.77,-167.508,-0.712
-12.73,-168.042,-0.722
-12.70,-167.936,-0.706
-12.67,-167.978,-0.694
-12.63,-168.031,-0.681
-12.60,-168.236,-0.734
-12.57,-167.625,-0.707
-12.53,-167.263,-0.697
-12.50,-167.513,-0.707
-12.47,-168.179,-0.689
-12.43,-168.932,-0.720
-12.40,-168.528,-0.700
-12.37,-167.981,-0.669
-12.33,-169.137,-0.698
-12.30,-167.077,-0.689
-12.27,-167.960,-0.702
-12.23,-168.171,-0.707
-12.20,-167.107,-0.698
-12.17,-166.250,-0.702
-12.13,-166.771,-0.718
-12.10,-166.867,-0.712
-12.07,-166.498,-0.736
-12.03,-166.553,-0.697
-12.00,-165.728,-0.745
-11.97,-165.528,-0.731
-11.93,-164.085,-0.719
-11.90,-164.513,-0.736
-11.87,-163.467,-0.751
-11.83,-163.688,-0.723
-11.80,-163.319,-0.731
-11.77,-164.186,-0.755
-11.73,-161.837,-0.746
-11.70,-161.517,-0.754
-11.67,-160.522,-0.754
-11.63,-159.989,-0.767
-11.60,-160.270,-0.725
-11.57,-158.428,-0.762
-11.53,-157.584,-0.744
-11.50,-156.260,-0.789
-11.47,-156.090,-0.761
-11.43,-156.047,-0.768
-11.40,-156.238,-0.765
-11.37,-154.549,-0.747
-11.33,-153.358,-0.764
-11.30,-152.332,-0.763
-11.27,-151.452,-0.785
-11.23,-150.786,-0.753
-11.20,-148.955,-0.752
-11.17,-148.908,-0.769
-11.13,-147.223,-0.751
-11.10,-146.968,-0.740
-11.07,-146.686,-0.786
-11.03,-144.897,-0.740
-11.00,-144.147,-0.749
-10.97,-143.199,-0.750
-10.93,-141.553,-0.753
-10.90,-140.815,-0.769
-10.87,-139.382,-0.742
-10.83,-137.613,-0.758
-10.80,-136.272,-0.731
-10.77,-135.081,-0.721
-10.73,-134.940,-0.691
-10.70,-133.339,-0.725
-10.67,-132.086,-0.699
-10.63,-130.041,-0.693
-10.60,-128.232,-0.706
-10.57,-127.489,-0.673
-10.53,-126.351,-0.666
-10.50,-124.516,-0.652
-10.47,-123.598,-0.643
-10.43,-123.001,-0.666
-10.40,-120.553,-0.641
-10.37,-119.520,-0.643
-10.33,-117.561,-0.613
-10.30,-116.023,-0.626
-10.27,-114.770,-0.625
-10.23,-113.475,-0.586
-10.20,-111.607,-0.588
-10.17,-109.540,-0.572
-10.13,-108.206,-0.578
-10.10,-106.263,-0.580
-10.07,-105.074,-0.588
-10.03,-103.679,-0.540
-10.00,-101.316,-0.539
-9.97,-100.299,-0.532
-9.93,-97.942,-0.536
-9.90,-96.158,-0.517
-9.87,-94.214,-0.488
-9.83,-92.818,-0.495
-9.80,-91.772,-0.523
-9.77,-89.648,-0.521
-9.73,-87.427,-0.495
-9.70,-84.896,-0.462
-9.67,-83.440,-0.443
-9.63,-81.230,-0.444
-9.60,-80.768,-0.462
-9.57,-78.022,-0.436
-9.53,-75.878,-0.442
-9.50,-73.968,-0.441
-9.47,-72.223,-0.419
-9.43,-70.700,-0.434
-9.40,-67.616,-0.404
-9.37,-65.964,-0.399
-9.33,-64.342,-0.398
-9.30,-62.132,-0.358
-9.27,-59.616,-0.378
-9.23,-57.522,-0.372
-9.20,-56.119,-0.345
-9.17,-54.690,-0.347
-9.13,-52.638,-0.322
-9.10,-50.405,-0.328
-9.07,-46.887,-0.327
-9.03,-45.324,-0.310
-9.00,-43.363,-0.293
-8.97,-41.077,-0.279
-8.93,-39.391,-0.284
-8.90,-37.479,-0.260
-8.87,-35.172,-0.223
-8.83,-32.755,-0.240
-8.80,-31.746,-0.193
-8.77,-28.383,-0.205
-8.73,-26.512,-0.191
-8.70,-23.958,-0.174
