Trigger_Date,2024/01/17
Trigger_Time,T 10:32:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
-28.03,-153.926,-0.908
-28.00,-153.357,-0.965
-27.97,-153.676,-0.902
-27.93,-151.432,-0.921
-27.90,-150.632,-0.931
-27.87,-150.168,-0.919
-27.83,-148.345,-0.936
-27.80,-148.395,-0.933
-27.77,-146.992,-0.944
-27.73,-146.550,-0.928
-27.70,-144.209,-0.919
-27.67,-143.721,-0.908
-27.63,-142.752,-0.899
-27.60,-141.452,-0.920
-27.57,-139.551,-0.885
-27.53,-139.864,-0.921
-27.50,-137.184,-0.912
-27.47,-136.594,-0.863
-27.43,-135.320,-0.899
-27.40,-134.962,-0.870
-27.37,-131.957,-0.853
-27.33,-131.773,-0.878
-27.30,-129.269,-0.906
-27.27,-129.022,-0.865
-27.23,-128.470,-0.833
-27.20,-126.202,-0.865
-27.17,-124.769,-0.808
-27.13,-123.170,-0.787
-27.10,-122.469,-0.828
-27.07,-120.770,-0.786
-27.03,-119.993,-0.787
-27.00,-116.996,-0.786
-26.97,-116.078,-0.784
-26.93,-114.497,-0.755
-26.90,-112.233,-0.761
-26.87,-111.642,-0.724
-26.83,-110.078,-0.700
-26.80,-108.293,-0.711
-26.77,-106.553,-0.680
-26.73,-105.092,-0.692
-26.70,-102.922,-0.683
-26.67,-101.600,-0.677
-26.63,-100.096,-0.636
-26.60,-98.412,-0.649
-26.57,-96.984,-0.601
-26.53,-94.445,-0.623
-26.50,-92.729,-0.564
-26.47,-90.659,-0.589
-26.43,-89.568,-0.557
-26.40,-87.272,-0.528
-26.37,-85.299,-0.554
-26.33,-83.798,-0.528
-26.30,-82.086,-0.538
-26.27,-78.990,-0.521
-26.23,-77.244,-0.445
-26.20,-75.823,-0.461
-26.17,-73.794,-0.464
-26.13,-72.590,-0.457
-26.10,-69.808,-0.430
-26.07,-68.411,-0.379
-26.03,-65.835,-0.390
-26.00,-64.559,-0.391
-25.97,-61.635,-0.349
-25.93,-58.602,-0.353
-25.90,-58.396,-0.320
-25.87,-55.851,-0.287
-25.83,-54.006,-0.298
-25.80,-52.370,-0.329
-25.77,-49.955,-0.266
-25.73,-47.830,-0.288
-25.70,-45.941,-0.278
-25.67,-42.664,-0.191
-25.63,-39.825,-0.226
-25.60,-39.029,-0.215
-25.57,-37.720,-0.184
-25.53,-35.321,-0.211
-25.50,-33.938,-0.138
-25.47,-30.396,-0.148
-25.43,-28.125,-0.136
-25.40,-26.076,-0.132
-25.37,-25.171,-0.056
-25.33,-21.860,-0.087
-25.30,-19.602,-0.097
-25.27,-17.148,-0.055
-25.23,-15.015,-0.044
-25.20,-13.869,-0.012
-25.17,-11.154,-0.062
-25.13,-8.436,-0.021
-25.10,-6.392,0.009
-25.07,-3.616,-0.010
-25.03,-2.714,0.034
-25.00,0.333,0.028
-24.97,2.322,0.066
-24.93,4.314,0.112
-24.90,6.585,0.091
-24.87,8.927,0.100
-24.83,10.683,0.139
-24.80,12.390,0.148
-24.77,15.863,0.132
-24.73,17.145,0.163
-24.70,19.781,0.182
-24.67,21.772,0.206
-24.63,23.336,0.193
-24.60,26.084,0.229
-24.57,28.396,0.198
-24.53,30.298,0.252
-24.50,32.876,0.214
-24.47,33.992,0.268
-24.43,36.798,0.273
-24.40,38.794,0.276
-24.37,41.661,0.276
-24.33,44.054,0.331
-24.30,44.628,0.320
-24.27,47.654,0.322
-24.23,49.599,0.389
-24.20,52.123,0.395
-24.17,54.210,0.380
-24.13,56.769,0.367
-24.10,58.587,0.395
-24.07,60.742,0.432
-24.03,61.380,0.444
-24.00,64.323,0.441
-23.97,65.973,0.456
-23.93,68.584,0.485
-23.90,69.962,0.448
-23.87,72.227,0.459
-23.83,73.383,0.489
-23.80,77.046,0.495
-23.77,77.244,0.528
-23.73,80.267,0.537
-23.70,82.191,0.566
-23.67,83.591,0.553
-23.63,85.768,0.569
-23.60,87.163,0.601
-23.57,89.360,0.602
-23.53,91.171,0.606
-23.50,92.793,0.625
-23.47,95.149,0.653
-23.43,96.171,0.629
-23.40,98.072,0.659
-23.37,100.148,0.653
-23.33,100.667,0.701
-23.30,103.425,0.688
-23.27,104.646,0.720
-23.23,106.003,0.695
-23.20,108.656,0.728
-23.17,110.567,0.751
-23.13,111.816,0.791
-23.10,112.851,0.772
-23.07,113.664,0.768
-23.03,116.510,0.760
-23.00,117.427,0.785
-22.97,119.335,0.780
-22.93,120.336,0.812
-22.90,122.048,0.826
-22.87,122.769,0.858
-22.83,124.143,0.852
-22.80,125.556,0.901
-22.77,127.088,0.888
-22.73,128.961,0.880
-22.70,130.563,0.888
-22.67,131.721,0.896
-22.63,132.944,0.931
-22.60,134.439,0.928
-22.57,134.613,0.901
-22.53,135.764,0.917
-22.50,138.375,0.941
-22.47,139.088,0.938
-22.43,140.988,0.976
-22.40,141.697,0.972
-22.37,142.269,0.997
-22.33,143.716,0.984
-22.30,145.683,0.998
-22.27,145.767,0.938
-22.23,147.004,0.946
-22.20,148.746,0.957
-22.17,148.753,0.976
-22.13,150.164,0.991
-22.10,150.823,0.992
-22.07,151.351,0.936
-22.03,152.248,0.963
-22.00,153.720,0.975
-21.97,154.904,1.004
-21.93,155.392,0.974
-21.90,156.215,0.977
-21.87,157.213,1.017
-21.83,157.712,0.966
-21.80,158.130,0.964
-21.77,158.822,0.970
-21.73,159.612,1.001
-21.70,160.325,0.997
-21.67,160.580,0.977
-21.63,161.778,0.960
-21.60,162.301,0.964
-21.57,163.265,0.969
-21.53,162.950,0.983
-21.50,163.447,0.936
-21.47,164.282,0.945
-21.43,164.305,0.916
-21.40,164.972,0.929
-21.37,165.246,0.917
-21.33,166.402,0.899
-21.30,165.601,0.988
-21.27,165.422,0.960
-21.23,165.747,0.915
-21.20,166.574,0.953
-21.17,166.451,0.908
-21.13,166.981,0.951
-21.10,167.958,0.955
-21.07,168.189,0.909
-21.03,169.008,0.936
-21.00,167.326,0.935
-20.97,167.480,0.873
-20.93,168.251,0.907
-20.90,167.567,0.923
-20.87,168.099,0.934
-20.83,167.901,0.869
-20.80,167.203,0.898
-20.77,167.898,0.875
-20.73,168.733,0.873
-20.70,168.459,0.919
-20.67,168.372,0.930
-20.63,168.272,0.903
-20.60,167.475,0.876
-20.57,166.863,0.888
-20.53,166.886,0.924
-20.50,166.955,0.882
-20.47,166.056,0.908
-20.43,165.609,0.887
-20.40,165.583,0.903
-20.37,165.938,0.904
-20.33,165.604,0.927
-20.30,164.797,0.881
-20.27,164.937,0.916
-20.23,164.366,0.879
-20.20,163.054,0.906
-20.17,163.465,0.886
-20.13,163.148,0.880
-20.10,162.168,0.935
-20.07,162.163,0.896
-20.03,161.307,0.910
-20.00,160.710,0.907
-19.97,159.922,0.909
-19.93,160.170,0.876
-19.90,158.894,0.891
-19.87,157.984,0.955
-19.83,157.543,0.956
-19.80,156.197,0.884
-19.77,155.079,0.926
-19.73,154.986,0.896
-19.70,154.250,0.947
-19.67,152.929,0.966
-19.63,152.290,0.921
-19.60,151.794,0.916
-19.57,151.769,0.951
-19.53,148.649,0.954
-19.50,148.272,0.937
-19.47,148.586,0.900
-19.43,147.293,0.914
-19.40,145.935,0.919
-19.37,144.497,0.893
-19.33,143.456,0.902
-19.30,142.404,0.877
-19.27,140.767,0.915
-19.23,140.647,0.869
-19.20,139.888,0.897
-19.17,138.859,0.906
-19.13,136.841,0.892
-19.10,136.033,0.920
-19.07,134.965,0.850
-19.03,133.692,0.849
-19.00,132.040,0.858
-18.97,130.681,0.843
-18.93,129.800,0.854
-18.90,128.173,0.842
-18.87,125.311,0.795
-18.83,125.116,0.846
-18.80,124.034,0.790
-18.77,121.834,0.880
-18.73,119.868,0.797
-18.70,119.044,0.824
-18.67,117.468,0.747
-18.63,115.965,0.768
-18.60,115.005,0.801
-18.57,114.064,0.732
-18.53,111.709,0.716
-18.50,110.339,0.714
-18.47,107.904,0.706
-18.43,106.560,0.720
-18.40,104.443,0.647
-18.37,103.552,0.647
-18.33,101.293,0.640
-18.30,100.144,0.663
-18.27,98.358,0.628
-18.23,95.622,0.594
-18.20,94.483,0.636
-18.17,92.225,0.588
-18.13,91.253,0.592
-18.10,89.249,0.553
-18.07,87.968,0.558
-18.03,86.503,0.534
-18.00,84.271,0.529
-17.97,81.470,0.541
-17.93,79.802,0.517
-17.90,77.910,0.507
-17.87,76.306,0.483
-17.83,73.800,0.481
-17.80,72.260,0.429
-17.77,70.538,0.406
-17.73,67.242,0.370
-17.70,65.257,0.416
-17.67,64.139,0.435
-17.63,62.271,0.359
-17.60,59.130,0.344
-17.57,57.960,0.351
-17.53,55.622,0.310
-17.50,53.733,0.325
-17.47,51.742,0.302
-17.43,48.862,0.288
-17.40,47.300,0.265
-17.37,45.675,0.280
-17.33,43.371,0.247
-17.30,41.050,0.208
-17.27,38.517,0.214
-17.23,37.058,0.252
-17.20,34.699,0.187
-17.17,32.316,0.132
-17.13,30.844,0.132
-17.10,28.300,0.143
-17.07,25.903,0.123
-17.03,25.043,0.146
-17.00,22.473,0.088
-16.97,20.323,0.064
-16.93,17.281,0.045
-16.90,15.292,0.056
-16.87,14.259,0.015
-16.83,10.973,0.013
-16.80,8.988,-0.015
-16.77,7.511,-0.022
-16.73,4.759,0.008
-16.70,2.661,-0.058
-16.67,0.096,-0.041
-16.63,-2.256,-0.078
-16.60,-3.927,-0.105
-16.57,-8.224,-0.080
-16.53,-8.733,-0.106
-16.50,-11.121,-0.123
-16.47,-13.737,-0.124
-16.43,-15.987,-0.150
-16.40,-17.341,-0.187
-16.37,-20.482,-0.210
-16.33,-21.806,-0.199
-16.30,-24.840,-0.175
-16.27,-26.691,-0.186
-16.23,-29.078,-0.234
-16.20,-30.622,-0.266
-16.17,-32.254,-0.261
-16.13,-35.797,-0.272
-16.10,-37.468,-0.257
-16.07,-39.061,-0.291
-16.03,-43.073,-0.311
-16.00,-43.328,-0.349
-15.97,-44.714,-0.291
-15.93,-48.140,-0.347
-15.90,-49.627,-0.345
-15.87,-53.031,-0.340
-15.83,-54.353,-0.415
-15.80,-55.627,-0.391
-15.77,-57.847,-0.397
-15.73,-59.496,-0.397
-15.70,-61.857,-0.404
-15.67,-65.513,-0.424
-15.63,-65.255,-0.452
-15.60,-68.104,-0.470
-15.57,-70.339,-0.450
-15.53,-71.337,-0.505
-15.50,-74.118,-0.537
-15.47,-75.939,-0.528
-15.43,-77.964,-0.533
-15.40,-79.109,-0.525
-15.37,-81.749,-0.559
-15.33,-82.938,-0.564
-15.30,-85.255,-0.600
-15.27,-87.043,-0.586
-15.23,-89.133,-0.622
-15.20,-90.645,-0.613
-15.17,-93.372,-0.617
-15.13,-94.212,-0.635
-15.10,-96.092,-0.641
-15.07,-98.683,-0.690
-15.03,-100.089,-0.692
-15.00,-101.948,-0.677
-14.97,-103.397,-0.684
-14.93,-105.303,-0.713
-14.90,-106.447,-0.702
-14.87,-108.071,-0.753
-14.83,-109.693,-0.761
-14.80,-111.626,-0.759
-14.77,-112.367,-0.758
-14.73,-113.825,-0.773
-14.70,-115.940,-0.770
-14.67,-117.917,-0.738
-14.63,-118.982,-0.774
-14.60,-121.215,-0.804
-14.57,-122.449,-0.822
-14.53,-123.184,-0.836
-14.50,-125.449,-0.843
-14.47,-126.431,-0.837
-14.43,-126.934,-0.856
-14.40,-129.104,-0.880
-14.37,-131.243,-0.904
-14.33,-131.158,-0.869
-14.30,-132.993,-0.900
-14.27,-133.606,-0.952
-14.23,-135.292,-0.937
-14.20,-136.399,-0.975
-14.17,-137.610,-0.947
-14.13,-139.798,-0.921
-14.10,-140.445,-0.934
-14.07,-141.857,-0.933
-14.03,-142.826,-0.972
-14.00,-144.220,-0.966
-13.97,-144.452,-0.991
-13.93,-145.570,-0.972
-13.90,-146.059,-0.953
-13.87,-148.402,-0.990
-13.83,-149.295,-1.012
-13.80,-148.601,-0.964
-13.77,-150.898,-0.976
-13.73,-151.570,-0.963
-13.70,-152.692,-0.982
-13.67,-152.867,-1.009
-13.63,-153.565,-0.960
-13.60,-155.511,-1.011
-13.57,-155.941,-0.941
-13.53,-156.678,-0.981
-13.50,-156.962,-0.973
-13.47,-158.737,-0.966
-13.43,-158.240,-0.990
-13.40,-158.415,-0.950
-13.37,-159.392,-1.003
-13.33,-160.515,-0.984
-13.30,-161.808,-0.979
-13.27,-161.932,-1.006
-13.23,-162.987,-0.954
-13.20,-163.313,-0.943
-13.17,-163.256,-0.971
-13.13,-163.397,-0.957
-13.10,-163.941,-0.940
-13.07,-164.711,-0.945
-13.03,-164.489,-0.929
-13.00,-166.745,-0.955
-12.97,-165.646,-0.961
-12.93,-167.284,-0.938
-12.90,-166.376,-0.934
-12.87,-166.994,-0.909
-12.83,-167.295,-0.942
-12.80,-166.949,-0.917
-12.77,-167.376,-0.911
-12.73,-168.689,-0.940
-12.70,-167.581,-0.916
-12.67,-168.542,-0.883
-12.63,-168.079,-0.932
-12.60,-168.679,-0.900
-12.57,-168.341,-0.881
-12.53,-167.798,-0.874
-12.50,-167.905,-0.890
-12.47,-168.205,-0.873
-12.43,-167.728,-0.920
-12.40,-168.502,-0.889
-12.37,-169.268,-0.899
-12.33,-168.466,-0.901
-12.30,-168.168,-0.911
-12.27,-168.354,-0.912
-12.23,-167.050,-0.944
-12.20,-166.841,-0.886
-12.17,-166.616,-0.899
-12.13,-166.481,-0.874
-12.10,-166.109,-0.892
-12.07,-166.762,-0.868
-12.03,-165.850,-0.879
-12.00,-165.629,-0.875
-11.97,-165.806,-0.894
-11.93,-165.414,-0.884
-11.90,-163.618,-0.905
-11.87,-164.169,-0.886
-11.83,-164.046,-0.879
-11.80,-162.620,-0.881
-11.77,-162.043,-0.901
-11.73,-160.280,-0.913
-11.70,-162.177,-0.911
-11.67,-160.824,-0.903
-11.63,-160.078,-0.921
-11.60,-159.278,-0.901
-11.57,-158.958,-0.889
-11.53,-157.921,-0.914
-11.50,-157.267,-0.909
-11.47,-156.247,-0.926
-11.43,-155.877,-0.906
-11.40,-154.415,-0.894
-11.37,-154.539,-0.923
-11.33,-153.767,-0.942
-11.30,-152.293,-0.929
-11.27,-152.143,-0.936
-11.23,-150.468,-0.918
-11.20,-149.323,-0.965
-11.17,-148.015,-0.928
-11.13,-148.639,-0.910
-11.10,-146.182,-0.921
-11.07,-146.117,-0.951
-11.03,-144.911,-0.936
-11.00,-142.722,-0.889
-10.97,-143.171,-0.941
-10.93,-141.844,-0.923
-10.90,-139.155,-0.895
-10.87,-139.270,-0.890
-10.83,-138.085,-0.890
-10.80,-136.073,-0.873
-10.77,-135.801,-0.873
-10.73,-133.697,-0.877
-10.70,-133.062,-0.861
-10.67,-132.271,-0.833
-10.63,-130.466,-0.858
-10.60,-129.918,-0.836
-10.57,-127.283,-0.803
-10.53,-126.467,-0.823
-10.50,-124.841,-0.812
-10.47,-122.903,-0.791
-10.43,-121.630,-0.802
-10.40,-119.972,-0.795
-10.37,-118.845,-0.783
-10.33,-117.269,-0.749
-10.30,-115.703,-0.774
-10.27,-114.978,-0.735
-10.23,-113.563,-0.795
-10.20,-110.865,-0.705
-10.17,-109.591,-0.781
-10.13,-107.961,-0.705
-10.10,-106.948,-0.722
-10.07,-104.356,-0.708
-10.03,-103.376,-0.693
-10.00,-102.027,-0.650
-9.97,-100.414,-0.676
-9.93,-98.696,-0.685
-9.90,-96.004,-0.624
-9.87,-94.307,-0.575
-9.83,-93.421,-0.565
-9.80,-90.858,-0.549
-9.77,-88.565,-0.614
-9.73,-87.697,-0.542
-9.70,-85.590,-0.515
-9.67,-83.592,-0.591
-9.63,-82.364,-0.521
-9.60,-78.806,-0.516
-9.57,-77.500,-0.472
-9.53,-76.801,-0.473
-9.50,-74.228,-0.484
-9.47,-72.285,-0.409
-9.43,-69.960,-0.397
-9.40,-67.899,-0.455
-9.37,-65.919,-0.371
-9.33,-63.842,-0.388
-9.30,-61.788,-0.335
-9.27,-60.882,-0.330
-9.23,-57.638,-0.309
-9.20,-56.766,-0.338
-9.17,-53.616,-0.332
-9.13,-51.726,-0.306
-9.10,-50.012,-0.251
-9.07,-48.259,-0.295
-9.03,-45.925,-0.251
-9.00,-43.822,-0.263
-8.97,-41.215,-0.197
-8.93,-39.188,-0.222
-8.90,-36.162,-0.196
-8.87,-35.140,-0.168
-8.83,-32.470,-0.144
-8.80,-31.302,-0.126
-8.77,-28.925,-0.100
-8.73,-26.418,-0.146
